S.No.,CITY 1,CITY 2,"PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,257,205,0,0,0,0
2,ADAMPUR,MUMBAI,169,72,0,0,0,0
3,AGARTALA,BENGALURU,5096,2831,0.2,1.2,0,1.1
4,AGARTALA,CHENNAI,681,787,0,2.3,0,0
5,AGARTALA,DELHI,4761,4388,1.2,16.7,1.8,3.4
6,AGARTALA,GUWAHATI,4267,3318,4.9,25.7,4.8,5.9
7,AGARTALA,IMPHAL,1195,1910,21.5,0.3,6.2,0
8,AGARTALA,KOLKATA,22259,18622,12.9,217.5,3.7,12.1
9,AGRA,JAIPUR,63,63,0,0,0,0
10,AHMEDABAD,AJMER,1628,1309,0,0,0,0
11,AHMEDABAD,AURANGABAD,0,3,0,0,0,0
12,AHMEDABAD,BAGDOGRA,1628,1932,1.1,3.7,0,0
13,AHMEDABAD,BELGAUM,744,717,0,0,0,0
14,AHMEDABAD,BENGALURU,20909,23483,283.4,221.6,1.3,8.8
15,AHMEDABAD,BHUBANESWAR,3745,3976,17.6,0.7,0.3,1.3
16,AHMEDABAD,CHANDIGARH,6894,6849,80.7,22.2,0,0.8
17,AHMEDABAD,CHENNAI,11427,15494,365.9,196.3,1.3,5.2
18,AHMEDABAD,COIMBATORE,2616,3587,17.4,2.9,0,0
19,AHMEDABAD,DABOLIM,10710,10705,4,8.5,0.2,0
20,AHMEDABAD,DEHRA DUN,3769,3652,0,0.8,0,0
21,AHMEDABAD,DELHI,42102,39328,1087.5,1108.8,7.6,26
22,AHMEDABAD,HYDERABAD,15869,18462,123.3,80.9,1.2,5.6
23,AHMEDABAD,INDORE,1369,1243,0.1,0.5,0.1,0.6
24,AHMEDABAD,JAIPUR,4949,5297,6.8,1.4,0,0
25,AHMEDABAD,JAISALMER,2172,1939,0,0,0,0
26,AHMEDABAD,JALGAON,384,401,0,0,0,0
27,AHMEDABAD,JAMMU,653,353,0,0,0,0
28,AHMEDABAD,JAMNAGAR,0,1,0,0,0,0
29,AHMEDABAD,KANDLA,1361,1300,0,0,0,0
30,AHMEDABAD,KANPUR,2107,1511,6,0.2,0,0
31,AHMEDABAD,KOCHI,2731,2535,16.6,3.4,0.6,1.6
32,AHMEDABAD,KOLKATA,9597,11336,125.2,81.5,1.2,1.9
33,AHMEDABAD,LUCKNOW,16199,9730,23.2,5.1,2.5,2.2
34,AHMEDABAD,MUMBAI,23643,25009,686.1,650.4,4.5,44.5
35,AHMEDABAD,NAGPUR,2680,2318,17.1,1.8,0.1,0
36,AHMEDABAD,NASIK,1868,1806,0,0,0,0
37,AHMEDABAD,PATNA,9846,7233,77.2,6.7,5.6,0
38,AHMEDABAD,PORBANDAR,609,652,0,0,0,0
39,AHMEDABAD,PUNE,3577,4158,4.1,9.3,0,0
40,AHMEDABAD,RAIPUR,1945,1903,3.5,0.3,0,0
41,AHMEDABAD,SRINAGAR,879,611,0.2,0.7,0,0
42,AHMEDABAD,TRIVANDRUM,321,484,0.1,0,0,0
43,AHMEDABAD,UDAIPUR,211,212,0,0,0,0
44,AHMEDABAD,VADODARA,9,0,0,0,0,0
45,AHMEDABAD,VARANASI,11745,6503,26.5,9.5,0.3,0.2
46,AIZAWL,DELHI,425,265,0,0.3,0,0
