S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2277,2251,0,1.3464,0,0
2,AGARTALA,CHENNAI,4064,1791,0.001,1.063,0,0.3909
3,AGARTALA,PUNE,405,0,0,0,1.3771,0
4,AGARTALA,VISAKHAPATNAM,108,0,0.031,0,0,0
5,"AGATTI ISLAND",BENGALURU,2299,2465,0,0,0,0
6,"AGATTI ISLAND",KOCHI,60,39,0,0,0,0
7,AGRA,DELHI,62,117,0,0,0,0
8,AGRA,JAIPUR,442,426,0,0,0,0
9,AGRA,KHAJURAHO,361,0,0,0,0,0
10,AGRA,VARANASI,0,815,0,0,0,0
11,AHMEDABAD,BENGALURU,48371,49109,308.75595,259.83476,1.9168,0.7135
12,AHMEDABAD,BHAVNAGAR,6,15,0,0,0,0
13,AHMEDABAD,BHUBANESWAR,2064,1366,15.5019,0.026,0.7459,0
14,AHMEDABAD,CHANDIGARH,4685,4379,26.35,37.06,0,0
15,AHMEDABAD,CHENNAI,23796,22763,192.6706,199.39628,0.5064,1.0424
16,AHMEDABAD,COIMBATORE,935,874,0,0,0,0
17,AHMEDABAD,"DEHRA DUN",78,62,0,0,0,0
18,AHMEDABAD,DELHI,99188,94617,1456.78557,1465.22983,4.3319,15.9084
19,AHMEDABAD,GOA,14613,16280,1.805,6.57,0,0.199
20,AHMEDABAD,HUBLI,2832,2973,4.47,0,0,0
21,AHMEDABAD,HYDERABAD,28227,30486,193.21366,70.93291,1.1019,0.036
22,AHMEDABAD,IMPHAL,0,122,0,0,0,0
23,AHMEDABAD,INDORE,1992,1944,0.384,0.897,0.6514,0
24,AHMEDABAD,JABALPUR,77,32,0,0,0,0
25,AHMEDABAD,JAIPUR,15027,13081,18.36613,17.1423,0,1.5193
26,AHMEDABAD,JAISALMER,55,34,0,0,0,0
27,AHMEDABAD,JODHPUR,1812,1820,0.0463,0.0125,0,0
28,AHMEDABAD,KOCHI,9122,9894,29.9752,3.0916,2.5823,1.0162
29,AHMEDABAD,KOLKATA,25951,22190,276.6879,125.2534,1.7377,4.359
30,AHMEDABAD,LUCKNOW,7530,6236,17.8415,13.4739,2.961,0.511
31,AHMEDABAD,MUMBAI,86071,88068,1169.11479,931.84368,5.2353,22.187
32,AHMEDABAD,MUNDRA,85,65,0,0,0,0
33,AHMEDABAD,NAGPUR,607,377,23.8367,0.4522,0,0
34,AHMEDABAD,PATNA,567,550,2.203,0.0443,0,0
35,AHMEDABAD,PUNE,23009,24136,35.94954,60.33142,1.3781,0.8245
36,AHMEDABAD,TIRUPATI,0,212,0,0,0,0
37,AHMEDABAD,TRIVANDRUM,0,415,0,0,0,0
38,AHMEDABAD,UDAIPUR,0,9,0,0,0,0
39,AHMEDABAD,VARANASI,7749,5655,26.84356,1.3068,0,0
40,AHMEDABAD,VISAKHAPATNAM,746,751,2.1818,4.974,0,0
41,AIZAWL,BENGALURU,298,267,0,0.445,0,0.219
42,AIZAWL,DELHI,1263,1494,1.831,1.379,1.7752,12.4461
43,AIZAWL,GUWAHATI,3739,3552,1.676,19.7089,5.4666,4.56
44,AIZAWL,IMPHAL,125,134,0,0.071,0.552,2.285
45,AIZAWL,KOLKATA,3907,3808,1.3895,22.3152,10.082,7.8046
46,AIZAWL,PUNE,41,0,0,0,0,0
47,ALLAHABAD,LUCKNOW,511,378,0.017,0.071,0,0
48,ALLAHABAD,NAGPUR,614,722,0,0.005,0,0
49,ALLAHABAD,PATNA,404,361,0,0,0,0
50,AMRITSAR,BAGDOGRA,0,484,0,0,0,0.0246
51,AMRITSAR,BENGALURU,6851,8106,60.012,11.328,0,0
52,AMRITSAR,CHANDIGARH,0,2,0,0,0,0
53,AMRITSAR,COIMBATORE,0,153,0,0.1,0,0
54,AMRITSAR,DELHI,42609,45806,64.9172,38.3081,1.4507,5.8549
55,AMRITSAR,GOA,0,382,0,0,0,0
56,AMRITSAR,GUWAHATI,277,466,1.191,0,0,0
57,AMRITSAR,HYDERABAD,3239,3576,0.851,0.42,0,0
58,AMRITSAR,MUMBAI,10698,11813,3.5451,11.1684,0.0736,1.5909
59,AMRITSAR,NANDED,1072,1029,0.2,0,0,0
60,AMRITSAR,PUNE,211,331,0,0.109,0,0
61,AMRITSAR,SRINAGAR,2061,2693,1.444,0.049,0.816,0.1
62,BAGDOGRA,CHENNAI,2027,1678,1.248,0.374,0.4859,0
63,BAGDOGRA,MANGALORE,88,0,0,0,0,0
64,BAGDOGRA,PATNA,1,0,0,0,0,0
