S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2333,2303,0,0.75,0,0
2,AGARTALA,CHENNAI,1392,1733,0.003,0.287,0,0.17
3,AGARTALA,JAIPUR,0,110,0,0,0,0
4,AGARTALA,VISAKHAPATNAM,151,0,0,0,0,0
5,"AGATTI ISLAND",BENGALURU,86,62,0,0,0,0
6,"AGATTI ISLAND",KOCHI,1076,1255,0,0,0,0
7,AGRA,DELHI,0,23,0,0,0,0
8,AGRA,JAIPUR,526,572,0,0,0,0
9,AGRA,KHAJURAHO,461,0,0,0,0,0
10,AGRA,VARANASI,0,837,0,0,0,0
11,AHMEDABAD,ALLAHABAD,333,329,0,0,0,0
12,AHMEDABAD,BENGALURU,47745,46875,287.9837,245.34315,1.882,4.961
13,AHMEDABAD,BHOPAL,1196,1175,0.036,0,0,0
14,AHMEDABAD,BHUBANESWAR,1415,0,17.611,0,0.077,0
15,AHMEDABAD,CHANDIGARH,6208,6260,12.45,29.63,0,0
16,AHMEDABAD,CHENNAI,24588,22083,248.85544,335.03715,0.374,0
17,AHMEDABAD,COIMBATORE,485,555,0,0,0,0
18,AHMEDABAD,DABOLIM,15655,17207,6.559,11.854,0,0.196
19,AHMEDABAD,"DEHRA DUN",2370,2373,0.059,0,0,0
20,AHMEDABAD,DELHI,93040,90241,1224.20622,1316.581,10.695,15.8848
21,AHMEDABAD,GUWAHATI,2023,1700,12.96501,0.563,0,0
22,AHMEDABAD,HUBLI,4724,4822,28.409,1.314,0,0
23,AHMEDABAD,HYDERABAD,33528,34003,179.46727,114.58361,0.976,0.046
24,AHMEDABAD,IMPHAL,0,135,0,0,0,0
25,AHMEDABAD,INDORE,3935,4052,0.648,1.3177,0.5807,0
26,AHMEDABAD,JABALPUR,1632,1505,12.77297,0.21579,0,0
27,AHMEDABAD,JAIPUR,14826,12502,25.66629,18.23242,0.868,1.669
28,AHMEDABAD,JAISALMER,2387,2227,0,0,0,0
29,AHMEDABAD,JAMMU,1057,220,1.38506,0,0,0
30,AHMEDABAD,JODHPUR,3282,3397,0.394,0.129,0.4145,0
31,AHMEDABAD,KOCHI,10681,11064,40.256,17.199,2.849,0.919
32,AHMEDABAD,KOLKATA,21322,20612,247.505,115.968,2.724,9.912
33,AHMEDABAD,LUCKNOW,6514,8705,35.279,4.498,0.213,0
34,AHMEDABAD,MANGALORE,0,285,0,0.007,0,5.028
35,AHMEDABAD,MUMBAI,81669,74247,946.93659,934.85686,4.2857,20.873
36,AHMEDABAD,NAGPUR,572,431,8.143,0.461,0,0
37,AHMEDABAD,NASIK,2047,1890,0,0,0,0
38,AHMEDABAD,PATNA,4888,4621,48.28226,1.02662,0,0
39,AHMEDABAD,PORBANDAR,942,991,0,0,0,0
40,AHMEDABAD,PUNE,24135,23847,57.22866,46.78202,3.951,0.845
41,AHMEDABAD,SHIRDI,648,586,0,0,0,0
42,AHMEDABAD,SRINAGAR,0,506,0,0.29,0,0
43,AHMEDABAD,TRIVANDRUM,0,519,0,0,0,0
44,AHMEDABAD,UDAIPUR,1096,122,0,0,0,0
45,AHMEDABAD,VARANASI,8802,8542,17.82195,1.924,0,0
46,AHMEDABAD,VISAKHAPATNAM,764,671,0.401,28.065,0,0
47,AIZAWL,IMPHAL,178,175,0,0.048,1.308,2.297
48,AIZAWL,KOLKATA,3541,3635,6.931,29.624,19.274,5.617
49,ALLAHABAD,LEH,0,5,0,0,0,0
50,ALLAHABAD,LUCKNOW,309,355,0.008,0.015,0,0
51,ALLAHABAD,NAGPUR,689,681,0,0,0,0
52,ALLAHABAD,PATNA,438,328,0,0,0,0
53,AMRITSAR,BAGDOGRA,0,332,0,0,0,0.009
54,AMRITSAR,BENGALURU,4115,3070,1.746,7.429,0,0.013
55,AMRITSAR,COIMBATORE,0,105,0,0.023,0,0
56,AMRITSAR,DABOLIM,828,1119,1.04,0.3115,0,0
57,AMRITSAR,"DEHRA DUN",878,1390,4.76052,0,0,0
58,AMRITSAR,DELHI,42390,41377,18.1015,134.5343,0.7033,6.506
59,AMRITSAR,GUWAHATI,4321,4578,5.573,0,0,0
60,AMRITSAR,HYDERABAD,4264,4620,0.68,12.111,0,0
61,AMRITSAR,JAIPUR,434,78,0,0,0,0
62,AMRITSAR,MUMBAI,15547,13598,0.4493,15.7152,0.2773,0.9358
63,AMRITSAR,NANDED,1435,1351,0,0,0,0
64,AMRITSAR,PUNE,63,0,0,0,0,0
65,AMRITSAR,SRINAGAR,3609,3924,5.281,1.222,0,0.115
66,BAGDOGRA,CHENNAI,6477,6567,26.8626,9.59689,0.439,0
67,BAGDOGRA,KANPUR,0,125,0,0,0,0
68,BAGDOGRA,MANGALORE,16,0,0.001,0,0,0
69,BENGALURU,AGARTALA,3982,3933,2.569,0.066,0.834,0
70,BENGALURU,ALLAHABAD,4140,4241,0.404,0,0,0
71,BENGALURU,BAGDOGRA,18462,16606,19.96264,25.55654,4.696,0
72,BENGALURU,BELGAUM,2823,2966,0,0,0,0
73,BENGALURU,CHANDIGARH,15468,13874,79.245,81.79,2.248,1.872
74,BENGALURU,CHENNAI,57790,55770,636.24485,589.50253,5.995,7.4654
75,BENGALURU,COIMBATORE,16768,17148,19.28317,10.88047,0,0
76,BENGALURU,DABOLIM,44593,43178,34.885,20.182,0,0.385
77,BENGALURU,"DEHRA DUN",5252,5158,1.044,14.073,1.003,0
78,BENGALURU,DELHI,170478,171829,2209.93603,2337.29226,24.954,27.269
79,BENGALURU,GORAKHPUR,4690,4136,0.078,0,0,0
80,BENGALURU,GUWAHATI,21020,15809,80.532,6.124,5.491,2.199
81,BENGALURU,HUBLI,7499,8267,2.86577,0.26484,0,0
82,BENGALURU,HYDERABAD,92457,93708,266.64094,144.80453,14.195,4.226
83,BENGALURU,IMPHAL,4672,3612,4.567,8.256,0,0
84,BENGALURU,INDORE,24363,23311,61.865,38.047,5.781,1.541
85,BENGALURU,JAIPUR,29033,27829,122.99,145.909,10.215,2.909
86,BENGALURU,JODHPUR,118,174,0,0,0.306,0
87,BENGALURU,KANNUR,9451,9718,1.201,0,0,0
88,BENGALURU,KANPUR,1917,1901,0,0,0,0
89,BENGALURU,KOCHI,50020,50742,122.09836,35.53558,3.029,5.245
90,BENGALURU,KOLHAPUR,1091,901,0,0,0,0
91,BENGALURU,KOLKATA,86782,82043,439.0002,379.79236,20.723,4.341
92,BENGALURU,KOZHIKODE,4020,4087,5.5425,0.0957,0,0
93,BENGALURU,LUCKNOW,35462,33675,107.405,80.421,15.179,1.302
94,BENGALURU,MADURAI,5384,5092,1.88278,5.7722,2.362,0
95,BENGALURU,MANGALORE,19875,19789,18.71584,3.60138,0,173.376
96,BENGALURU,MUMBAI,144276,147786,1293.63813,1453.73418,14.7676,34.6495
97,BENGALURU,NAGPUR,21024,19855,63.891,40.812,7.497,0.995
98,BENGALURU,PATNA,27790,22707,135.99397,71.94716,22.188,1.616
99,BENGALURU,PONDICHERRY,1659,1565,0.008,0,0,0
100,BENGALURU,"PORT BLAIR",10026,10725,33.311,2.366,0,0
101,BENGALURU,PUNE,74762,75098,338.21182,223.54369,9.556,0
102,BENGALURU,RAIPUR,9848,9485,20.062,1.581,4.319,0.835
103,BENGALURU,RAJAHMUNDRY,1908,1958,0.133,0,0,0
104,BENGALURU,RANCHI,18397,17939,56.894,118.588,11.006,2.94
105,BENGALURU,SHIRDI,1797,1661,1.57304,0,0,0
106,BENGALURU,SRINAGAR,5151,2938,13.723,0.997,0.67,0.422
107,BENGALURU,SURAT,6458,6445,62.797,0,0.295,0
108,BENGALURU,TIRUCHIRAPALLY,2011,2000,0.116,0,0,0
109,BENGALURU,TIRUPATI,4011,3899,0.069,0,0,0
110,BENGALURU,TRIVANDRUM,16047,15483,14.69086,17.2622,4.425,1.197
111,BENGALURU,UDAIPUR,4052,3993,1.604,0.001,0,0
112,BENGALURU,VARANASI,14077,14111,10.87421,23.6703,0.913,0
113,BENGALURU,VIDYANAGAR,1409,1551,0,0,0,0
114,BENGALURU,VIJAYAWADA,13416,13019,40.02966,6.49384,4.193,0
115,BENGALURU,VISAKHAPATNAM,25564,25140,25.234,44.337,6.34,0.352
116,BHATINDA,DELHI,695,633,0,0,0,0
117,BHATINDA,JAMMU,660,513,0,0,0,0
118,BHAVNAGAR,MUMBAI,1525,1401,0,0,0,0
119,BHOPAL,BENGALURU,3990,4324,0,0.015,0,0
120,BHOPAL,CHANDIGARH,0,38,0,0,0,0
121,BHOPAL,DELHI,12635,12879,3.3575,45.0867,9.314,12.5362
122,BHOPAL,HYDERABAD,6297,4807,0.733,2.83862,0,0
123,BHOPAL,INDORE,16,0,0,0,0,0
124,BHOPAL,JAIPUR,2403,2236,0,0,0,0
125,BHOPAL,KOCHI,0,32,0,0,0,0
126,BHOPAL,MUMBAI,12186,11823,11.1704,34.6932,8.234,17.3857
127,BHOPAL,PUNE,269,248,0,0.11,0,0
128,BHOPAL,RAIPUR,982,1072,0,0,0,0
129,BHOPAL,SHIRDI,1104,910,0,0.337,0,0
130,BHOPAL,SURAT,34,18,0,0.422,0,0
131,BHOPAL,UDAIPUR,47,23,0,0,0,0
132,BHUBANESWAR,AGARTALA,0,7,0,0,0,0
133,BHUBANESWAR,BENGALURU,31454,33628,43.497,80.242,1.992,14.231
134,BHUBANESWAR,CHENNAI,6810,8557,23.863,21.891,2.852,12.002
135,BHUBANESWAR,COIMBATORE,304,48,0.149,0.16,0,0.103
136,BHUBANESWAR,DELHI,47899,49552,109.6,307.631,1.167,32.435
137,BHUBANESWAR,GUWAHATI,5312,3738,4.242,0.431,0.593,0
138,BHUBANESWAR,HYDERABAD,22123,20308,9.266,63.464,0.789,2.197
139,BHUBANESWAR,KOCHI,1709,3192,0.057,1.006,0,0.001
140,BHUBANESWAR,KOLKATA,36796,35046,95.631,62.729,3.331,23.588
141,BHUBANESWAR,MUMBAI,16554,17814,55.253,125.463,4.216,20.217
142,BHUBANESWAR,RAIPUR,322,0,0,0,0,0
143,BHUBANESWAR,RANCHI,1037,1119,0,0,0,0
144,BHUBANESWAR,SURAT,217,0,48.748,0,0,0
145,BHUBANESWAR,VARANASI,399,394,0,0.1,0,0
146,BHUBANESWAR,VISAKHAPATNAM,1083,1243,0.002,2.323,0,0
147,BHUJ,MUMBAI,3095,3038,0,1.277,0,0
148,BIKANER,DELHI,1456,1479,0,0,0,0
149,BIKANER,JAIPUR,909,1099,0,0,0,0
150,CHANDIGARH,CHENNAI,954,969,17.009,9.521,0,0.02
151,CHANDIGARH,KULLU,441,252,0,0,0,0
152,CHANDIGARH,LEH,1083,550,13.004,0.018,0,0
153,CHANDIGARH,LUCKNOW,1999,1944,0.298,0,0.9176,0
154,CHANDIGARH,NANDED,1059,998,0,0,0,0
155,CHANDIGARH,PUNE,1984,1981,0.109,1.273,0,0
156,CHANDIGARH,SRINAGAR,7537,7771,28.27,0.16,0,0
157,CHANDIGARH,TRIVANDRUM,3,0,0,0,0,0
158,CHENNAI,MYSORE,1646,1690,0,0,0,0
159,CHENNAI,NAGPUR,3813,3982,7.806,8.111,0.822,0
160,CHENNAI,PATNA,2034,2360,2.37489,0.545,0,0
161,CHENNAI,PUNE,30991,30783,193.03843,336.87436,7.176,0
162,CHENNAI,RAJAHMUNDRY,1751,1864,0.021,0,0,0
163,CHENNAI,SALEM,1673,1660,0,0,0,0
