S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2333,2205,0,1.931,0,0
2,AGARTALA,CHENNAI,4189,2004,0.001,0.165,0,0.3614
3,AGARTALA,PUNE,146,0,0,0,0.46291,0
4,AGARTALA,VISAKHAPATNAM,95,0,0,0,0,0
5,"AGATTI ISLAND",BENGALURU,60,43,0,0,0,0
6,"AGATTI ISLAND",KOCHI,489,653,0,0,0,0
7,AGRA,DELHI,0,88,0,0,0,0
8,AGRA,JAIPUR,22,7,0,0,0,0
9,AGRA,KHAJURAHO,183,0,0,0,0,0
10,AGRA,VARANASI,0,534,0,0,0,0
11,AHMEDABAD,BENGALURU,52531,50245,351.285,313.27693,2.59904,2.4207
12,AHMEDABAD,BHUBANESWAR,160,0,12.47045,0,0.6274,0
13,AHMEDABAD,CHANDIGARH,3808,4027,17.1,49.67,0,0
14,AHMEDABAD,CHENNAI,25126,24860,227.87233,280.87946,0.5419,0.1654
15,AHMEDABAD,COIMBATORE,708,732,0,0,0,0
16,AHMEDABAD,DELHI,100322,102807,1326.69434,1454.04728,3.75388,19.65779
17,AHMEDABAD,GOA,18801,19645,2.12515,6.2888,0,1.123
18,AHMEDABAD,HUBLI,2411,2627,0,0,0,0
19,AHMEDABAD,HYDERABAD,30581,30326,186.45922,71.50631,0.4068,0.372
20,AHMEDABAD,IMPHAL,0,137,0,0,0,0
21,AHMEDABAD,INDORE,1454,1385,0.2006,1.2826,0.7051,0
22,AHMEDABAD,JAIPUR,15359,14089,14.34844,8.78617,0,1.36231
23,AHMEDABAD,JAISALMER,0,12,0,0,0,0
24,AHMEDABAD,KOCHI,9151,9820,23.4745,3.63635,2.7627,1.47299
25,AHMEDABAD,KOLKATA,18298,19086,246.93363,161.14167,1.73845,6.88205
26,AHMEDABAD,LUCKNOW,3098,3219,18.2521,2.7961,2.1241,0.87
27,AHMEDABAD,MUMBAI,91280,92437,1118.06497,902.70268,5.52341,25.9666
28,AHMEDABAD,NAGPUR,342,258,18.564,0.417,0,0
29,AHMEDABAD,PUNE,23543,23649,37.25481,112.60428,1.07715,0.8613
30,AHMEDABAD,TRIVANDRUM,0,241,0,0,0,0
31,AHMEDABAD,UDAIPUR,32,0,0,0,0,0
32,AHMEDABAD,VARANASI,3875,4237,24.76041,0.002,0,0
