S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2289,2319,0,2.963,0,0
2,AGARTALA,CHENNAI,1586,1343,0.001,0.348,0,0.33299
3,AGARTALA,NAGPUR,40,0,0,0,0,0
4,AGARTALA,PUNE,239,0,0,0,0.23286,0
5,"AGATTI ISLAND",KOCHI,2510,42,0,0,0,0
6,AGRA,DELHI,0,17,0,0.15,0,0
7,AGRA,JAIPUR,447,147,0,0,0,0
8,AGRA,KHAJURAHO,330,0,0,0,0,0
9,AGRA,VARANASI,0,989,0,0,0,0
10,AHMEDABAD,BENGALURU,50244,50578,287.27063,218.34507,2.1056,2.40118
11,AHMEDABAD,BHUBANESWAR,3838,2816,18.86463,0.187,1.13315,0
12,AHMEDABAD,CHANDIGARH,4479,4124,11.28,27.16,0,0
13,AHMEDABAD,CHENNAI,24087,23051,216.71466,137.29024,0.4084,0.0487
14,AHMEDABAD,COIMBATORE,1126,1043,0,0,0,0
15,AHMEDABAD,"DEHRA DUN",2163,2220,0.584,0,0,0
16,AHMEDABAD,DELHI,93874,92104,1255.43124,1192.03866,8.64541,23.2443
17,AHMEDABAD,GOA,17603,18091,2.35593,2.61,0,0.354
18,AHMEDABAD,HUBLI,4369,4114,4.902,0,0,0
19,AHMEDABAD,HYDERABAD,28293,31085,164.17523,59.7241,1.4444,0
20,AHMEDABAD,IMPHAL,0,121,0,0,0,0
21,AHMEDABAD,INDORE,2501,2722,0.45226,1.61965,0.5374,0
22,AHMEDABAD,JABALPUR,1581,1575,0.01555,0.001,0,0
23,AHMEDABAD,JAIPUR,14152,14164,31.32524,13.70427,0,1.25413
24,AHMEDABAD,JAISALMER,1699,1651,0,0,0,0
25,AHMEDABAD,JODHPUR,2719,3123,0.1002,0,0,0
26,AHMEDABAD,KOCHI,10487,11110,34.96074,3.23407,2.1657,0.9399
27,AHMEDABAD,KOLKATA,24736,22063,181.69502,103.50196,3.5121,4.50512
28,AHMEDABAD,LUCKNOW,3669,4944,7.86283,9.1098,2.42105,0.3822
29,AHMEDABAD,MUMBAI,90769,92206,1037.87592,899.99836,6.72151,24.2583
30,AHMEDABAD,NAGPUR,621,694,14.059,0.1597,0,0
31,AHMEDABAD,PATNA,4833,4583,27.61405,0.1169,0,0
32,AHMEDABAD,PUNE,23082,24170,33.97194,47.01312,0.8848,0.92271
33,AHMEDABAD,TRIVANDRUM,0,986,0,0,0,0
34,AHMEDABAD,UDAIPUR,0,15,0,0,0,0
