S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,AGARTALA,CHENNAI,4578,2643,0.001,0.492,0,0.2058
2,AGARTALA,PUNE,227,0,0.18,0,0.45938,0
3,AGARTALA,VISAKHAPATNAM,182,3,0,0.077,0,0
4,"AGATTI ISLAND",KOCHI,1270,1451,0,0,0,0
5,AGRA,DELHI,0,43,0,0,0,0
6,AGRA,KHAJURAHO,246,0,0,0,0,0
7,AGRA,VARANASI,0,591,0,0,0,0
8,AHMEDABAD,BENGALURU,47356,51207,216.76698,210.60915,2.075,1.5897
9,AHMEDABAD,BHAVNAGAR,28,61,0,0,0,0
10,AHMEDABAD,BHUBANESWAR,427,0,7.95341,0,0,0
11,AHMEDABAD,CHENNAI,20380,20873,166.13456,237.32839,0,0.027
12,AHMEDABAD,COIMBATORE,793,330,0.0017,0,0,0
13,AHMEDABAD,DELHI,97870,91553,1152.29246,1156.15391,3.414,15.3646
14,AHMEDABAD,DIU,10,8,0,0,0,0
15,AHMEDABAD,GOA,12786,13199,1.139,13.879,0,0
16,AHMEDABAD,HYDERABAD,23559,24707,118.07548,66.51148,0,0.282
17,AHMEDABAD,IMPHAL,0,20,0,0,0,0
18,AHMEDABAD,INDORE,1647,1493,0.228,0.3723,0.7367,0
19,AHMEDABAD,JAIPUR,8088,7773,9.03318,9.1077,0,2.00424
20,AHMEDABAD,KOCHI,3681,3134,8.366,1.242,4.10232,0.5935
21,AHMEDABAD,KOLKATA,19010,16464,197.99473,99.6438,1.7517,8.23614
22,AHMEDABAD,KOZHIKODE,79,32,0,0,0,0
23,AHMEDABAD,LUCKNOW,5115,3806,23.18605,2.43315,1.1612,0.281
24,AHMEDABAD,MUMBAI,86764,85397,970.14577,832.45617,8.042,21.8206
25,AHMEDABAD,MUNDRA,164,154,0,0,0,0
26,AHMEDABAD,NAGPUR,133,82,9.751,0.045,0,0
27,AHMEDABAD,PUNE,21385,22573,26.967,62.57425,1.3941,1.6773
28,AHMEDABAD,TRIVANDRUM,190,0,0,0,0,0
29,AHMEDABAD,VARANASI,2457,1913,8.25,0,0,0
30,AHMEDABAD,VISAKHAPATNAM,404,427,0.55885,32.0281,0,0
31,AIZAWL,DELHI,1444,2252,1.572,2.0173,3.374,8.801
32,AIZAWL,GUWAHATI,3634,3153,2.936,14.6122,8.868,8.1554
33,AIZAWL,IMPHAL,170,176,0,0.031,1.501,0.041
34,AIZAWL,KOLKATA,4059,4022,0.3635,15.3243,10.7185,6.6867
35,AMRITSAR,BAGDOGRA,0,146,0,0,0,0.0135
36,AMRITSAR,BENGALURU,3622,2980,8.003,6.03,0,0.0152
37,AMRITSAR,COIMBATORE,0,124,0,0.021,0,0
38,AMRITSAR,DELHI,50093,47559,19.94345,37.29605,1.8455,4.9592
39,AMRITSAR,GOA,0,64,0,0,0,0
40,AMRITSAR,MUMBAI,12890,13353,7.69929,13.11043,0,3.0174
41,AMRITSAR,NANDED,1169,1212,0,0,0,0
42,AMRITSAR,PUNE,281,397,0.0008,0.892,0,0
43,AMRITSAR,SRINAGAR,2629,3043,0,0.011,0,0
44,BAGDOGRA,CHENNAI,433,1848,1.106,0.56,0.40748,0
45,BELGAUM,CHENNAI,1892,2172,0,0.069,0,0
46,BELGAUM,JABALPUR,8,11,0,0,0,0
47,BENGALURU,AGARTALA,5263,464,1.014,0.60795,0.764,0
48,BENGALURU,BAGDOGRA,6175,5877,11.2676,4.892,2.1402,0
49,BENGALURU,BELGAUM,4160,4231,2.9418,0,0,0
50,BENGALURU,CHANDIGARH,10463,9538,88.741,83.325,0.012,1.942
51,BENGALURU,CHENNAI,57206,58756,470.5477,481.36213,3.3206,5.5208
52,BENGALURU,COIMBATORE,16098,17389,6.03956,7.46215,1.2275,0
53,BENGALURU,"DEHRA DUN",5418,5127,3.84,0.271,1.2627,0.088
54,BENGALURU,DELHI,197175,182790,2332.32545,2284.74754,14.0342,31.717
55,BENGALURU,GOA,43705,42572,35.83635,4.8662,0,0.45309
56,BENGALURU,GUWAHATI,19818,18153,58.91663,9.168,0.9333,3.0017
57,BENGALURU,HUBLI,2258,2377,0,0,0,0
58,BENGALURU,HYDERABAD,96035,97211,150.53367,181.138,12.56903,3.929
59,BENGALURU,IMPHAL,688,587,6.5685,3.679,0,0
60,BENGALURU,INDORE,16914,15958,48.242,39.403,0.1099,1.91642
61,BENGALURU,JAIPUR,22558,19438,95.21568,107.2162,3.1073,3.11908
62,BENGALURU,JODHPUR,400,386,0.335,0,0.9914,0
63,BENGALURU,KOCHI,50960,50972,95.35159,37.86142,1.0244,9.1435
64,BENGALURU,KOLKATA,80516,74782,390.92636,304.97755,7.3233,9.15905
65,BENGALURU,KOZHIKODE,2017,2019,1.93977,0.0021,0,0
66,BENGALURU,LUCKNOW,23834,20706,85.61107,18.84785,17.45756,2.056
67,BENGALURU,MADURAI,7840,7606,1.3387,23.0045,1.0367,0
68,BENGALURU,MANGALORE,29520,28769,10.61131,8.79986,0.2004,66.8215
69,BENGALURU,MUMBAI,154994,153812,1214.96842,1306.90076,10.0101,35.38827
70,BENGALURU,NAGPUR,18498,17017,46.88,41.40215,1.463,0.82665
71,BENGALURU,PATNA,25156,15755,82.68609,4.5139,6.7944,1.4812
72,BENGALURU,"PORT BLAIR",4394,4755,4.9,0.11,0,0
73,BENGALURU,PUDUCHERRY,2141,2095,0.001,0,0,0
74,BENGALURU,PUNE,73465,73993,291.88566,268.66471,0.6261,0
75,BENGALURU,RAIPUR,3156,2302,23.48623,0.4403,2.1077,1.29365
76,BENGALURU,RAJAHMUNDRY,4128,4191,0.097,0.001,0,0
77,BENGALURU,RANCHI,11824,14919,36.61219,184.7846,11.22502,3.04
78,BENGALURU,SRINAGAR,2784,2010,11.88901,0,0,0
79,BENGALURU,TIRUPATI,4889,4734,0,0,0,0
80,BENGALURU,TRIVANDRUM,28504,28292,12.5511,2.1818,2.4566,1.8754
81,BENGALURU,VARANASI,7892,5607,6.484,5.45375,1.1208,0
82,BENGALURU,VIDYANAGAR,1576,1575,0,0,0,0
83,BENGALURU,VIJAYAWADA,11357,11598,9.16037,6.20034,0,0
84,BENGALURU,VISAKHAPATNAM,24795,22853,25.6085,15.32455,5.39059,0.69284
85,BHATINDA,DELHI,672,623,0,0,0,0
86,BHATINDA,JAMMU,1453,1278,0,0,0,0
87,BHAVNAGAR,MUMBAI,1462,1542,0,0,0,0
88,BHAVNAGAR,SURAT,94,147,0,0,0,0
89,BHOPAL,DELHI,18133,16319,10.7031,31.7452,6.729,32.666
90,BHOPAL,LUCKNOW,1548,912,0,0,0,0
91,BHOPAL,MUMBAI,13104,14073,21.4752,37.0046,5.449,20.5687
92,BHOPAL,RAIPUR,1188,1077,0,0,0,0
93,BHUBANESWAR,AGARTALA,70,0,0.062,0,0,0
94,BHUBANESWAR,BENGALURU,29223,34644,9.4686,66.00221,2.0512,13.43878
95,BHUBANESWAR,CHENNAI,11725,13941,1.434,25.8476,2.3746,8.66604
96,BHUBANESWAR,COIMBATORE,247,228,0.1101,0.449,0,0.47467
97,BHUBANESWAR,DELHI,43321,43657,56.2811,265.82286,1.6702,27.945
98,BHUBANESWAR,HYDERABAD,21997,22968,13.044,24.1571,1.0028,3.0901
99,BHUBANESWAR,KOLKATA,30072,25946,45.779,33.3863,3.2294,15.88425
100,BHUBANESWAR,MADURAI,0,143,0,0,0,0
101,BHUBANESWAR,MUMBAI,18607,20698,35.1431,97.01266,1.8238,22.7295
102,BHUBANESWAR,RANCHI,3599,3112,0.063,2.7129,0,0
103,BHUBANESWAR,VADODARA,0,263,0,0.206,0,0
104,BHUBANESWAR,VISAKHAPATNAM,897,1311,0,0.002,0,0
105,BHUJ,MUMBAI,8074,7637,0.009,2.8335,0,0
106,BIKANER,DELHI,1614,1449,0,0,0,0
107,BIKANER,JAIPUR,1111,1150,0,0,0,0
108,CHANDIGARH,CHENNAI,642,627,14.222,12.035,0,0
109,CHANDIGARH,JAIPUR,1454,1489,0.035,0,0.312,0
110,CHANDIGARH,KULLU,627,460,0,0,0,0
111,CHANDIGARH,LEH,835,600,0.181,0.047,0,0
112,CHANDIGARH,LUCKNOW,242,505,0,0,0,0
113,CHANDIGARH,PUNE,4589,5671,12.553,0.4567,0,0
114,CHANDIGARH,SRINAGAR,4640,4644,10.98531,16.025,0,0
115,CHANDIGARH,TRIVANDRUM,40,0,0,0,0,0
116,CHENNAI,MYSORE,1755,1713,0,0,0,0
117,CHENNAI,PATNA,5655,2648,4.4802,0.057,0,0
118,CHENNAI,PUNE,45258,44980,415.51718,325.08447,3.84086,0
119,CHENNAI,RAIPUR,1566,0,6.015,0,1.21451,0
120,CHENNAI,RAJAHMUNDRY,1666,1752,0,0,0,0
121,CHENNAI,SALEM,1955,1992,0,0,0,0
122,CHENNAI,SRINAGAR,32,67,0,0,0,0
123,CHENNAI,TIRUCHIRAPALLY,6209,5694,0.7377,0.1577,0.5307,0.8996
124,CHENNAI,TRIVANDRUM,16089,13251,34.17464,10.3278,5.27764,4.2623
125,CHENNAI,TUTICORIN,4537,4475,2.167,2.211,0,0
126,CHENNAI,UDAIPUR,3546,1196,0.218,0.036,0,0
127,CHENNAI,VARANASI,3102,3659,0.132,0,0,0
128,CHENNAI,VIJAYAWADA,7598,7436,3.58707,0.028,0,0
129,CHENNAI,VISAKHAPATNAM,12076,11966,21.95377,22.22615,0,0.73528
130,COIMBATORE,AGARTALA,64,21,0.023,0,0,0
131,COIMBATORE,CHENNAI,42571,42625,52.92214,69.26349,0,2.07781
132,COIMBATORE,DELHI,15912,14479,135.73151,124.77921,4.54442,2.529
133,COIMBATORE,GOA,0,47,0,0,0,0
134,COIMBATORE,HYDERABAD,8315,8013,12.63152,7.09732,0,0
135,COIMBATORE,JAIPUR,15,13,0,0,0,0
136,COIMBATORE,KOCHI,648,474,0,0,0,0
137,COIMBATORE,PUNE,3005,3521,20.946,4.1015,0,0
138,COIMBATORE,VISAKHAPATNAM,337,476,0,0,0,0
139,CUDDAPAH,CHENNAI,1597,1500,0,0,0,0
140,CUDDAPAH,HYDERABAD,1914,1886,0,0,0,0
141,CUDDAPAH,VIJAYAWADA,1697,1563,0,0,0,0
142,"DEHRA DUN",CHANDIGARH,0,8,0,0,0,0
143,"DEHRA DUN",CHENNAI,300,0,0,0,0,0
144,"DEHRA DUN",DELHI,32157,34172,29.02654,19.0249,1.795,10.5419
145,"DEHRA DUN",DIBRUGARH,2,0,0,0,0,0
146,"DEHRA DUN",HYDERABAD,586,563,1.003,0,0.024,0
147,"DEHRA DUN",LUCKNOW,6339,6389,0.293,0,0.053,0
148,"DEHRA DUN",MADURAI,63,0,0.026,0,0,0
149,"DEHRA DUN",RAIPUR,394,0,0.045,0,0,0
150,DELHI,AGARTALA,2040,1680,4.959,0.003,6.488,0
151,DELHI,ALLAHABAD,1913,1662,0,0,0,0
152,DELHI,AURANGABAD,3865,3588,20.901,72.095,4.506,0.3845
153,DELHI,BAGDOGRA,49463,48401,138.909,101.78593,11.5291,4.2662
