S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2237,2164,0,0.608,0,0
2,AGARTALA,CHENNAI,2826,1769,0.001,0.048,0,0.5283
3,AGARTALA,PUNE,192,0,0.029,0,0.8089,0
4,AGARTALA,VISAKHAPATNAM,92,0,0.006,0,0,0
5,"AGATTI ISLAND",BENGALURU,54,28,0,0,0,0
6,"AGATTI ISLAND",KOCHI,513,617,0,0,0.271,2.009
7,AGRA,DELHI,0,74,0,0,0,0
8,AGRA,JAIPUR,383,455,0,0,0,0
9,AGRA,KHAJURAHO,249,0,0,0,0,0
10,AGRA,VARANASI,0,439,0,0,0,0
11,AHMEDABAD,BENGALURU,46812,47041,286.30747,257.18966,2.2553,2.6927
12,AHMEDABAD,BHAVNAGAR,37,25,0,0,0,0
13,AHMEDABAD,BHUBANESWAR,955,937,13.9665,0,0.8147,0
14,AHMEDABAD,CHANDIGARH,4250,4309,25.82,30.61,0,0
15,AHMEDABAD,CHENNAI,25545,26351,213.83203,235.16747,0.479,1.0578
16,AHMEDABAD,COIMBATORE,559,500,0.1492,0,0,0
17,AHMEDABAD,DELHI,102068,101082,1254.07509,1370.66722,5.8689,18.8839
18,AHMEDABAD,GOA,17534,18656,3.20243,5.038,0,1.8991
19,AHMEDABAD,HUBLI,2156,2432,5.2,0,0,0
20,AHMEDABAD,HYDERABAD,31824,33012,149.78802,64.10183,0.3822,0.07
21,AHMEDABAD,IMPHAL,0,70,0,0,0,0
22,AHMEDABAD,INDORE,1909,1783,0.19,0.348,0.4906,0
23,AHMEDABAD,JAIPUR,15956,14641,28.34144,12.5777,0,1.8015
24,AHMEDABAD,JAISALMER,0,58,0,0,0,0
25,AHMEDABAD,JODHPUR,1292,1455,0.0056,0.0057,0.0792,0
26,AHMEDABAD,KOCHI,8370,10815,25.9975,2.9336,2.5524,0.9747
27,AHMEDABAD,KOLKATA,22258,20911,293.1886,142.7185,2.3452,7.1353
28,AHMEDABAD,LUCKNOW,4208,4437,15.2401,8.2465,2.3191,0.793
29,AHMEDABAD,MUMBAI,89159,90106,1079.34762,811.69297,5.6082,28.0044
30,AHMEDABAD,MUNDRA,141,130,0,0,0,0
31,AHMEDABAD,NAGPUR,354,264,7.66,0.4341,0,0
32,AHMEDABAD,PUNE,22542,22963,32.494,67.23475,0.971,0.8731
33,AHMEDABAD,TIRUPATI,0,118,0,0,0,0
34,AHMEDABAD,TRIVANDRUM,0,453,0,0.003,0,0
35,AHMEDABAD,VARANASI,6186,5569,18.79821,0.1392,0,0
36,AHMEDABAD,VISAKHAPATNAM,543,598,0.361,26.5378,0,0
37,AIZAWL,BENGALURU,162,174,0,0.0056,0,0.0243
38,AIZAWL,DELHI,1485,1693,2.141,1.7351,1.967,10.4911
39,AIZAWL,GUWAHATI,3540,3375,1.5325,19.0075,5.5637,3.2321
40,AIZAWL,IMPHAL,181,166,0,0.076,1.459,1.798
41,AIZAWL,KOLKATA,3563,3434,1.8711,15.1039,8.151,7.8432
42,AIZAWL,PUNE,31,0,0,0,0,0
43,ALLAHABAD,LUCKNOW,465,408,0.002,0.032,0,0
44,ALLAHABAD,NAGPUR,571,638,0,0,0,0
45,ALLAHABAD,PATNA,347,364,0,0.004,0,0
46,AMRITSAR,BAGDOGRA,0,218,0,0.043,0,0.0299
47,AMRITSAR,BENGALURU,5871,6423,20.448,9.879,0,0
48,AMRITSAR,COIMBATORE,0,140,0,0.032,0,0
49,AMRITSAR,DELHI,41074,43553,22.9836,26.2874,1.8896,4.7952
50,AMRITSAR,GOA,0,236,0,0,0,0
51,AMRITSAR,HYDERABAD,970,998,1.339,0.056,0,0
52,AMRITSAR,MUMBAI,11486,11279,0.4216,9.9793,0,0.787
53,AMRITSAR,NANDED,1318,1254,0,0,0,0
54,AMRITSAR,PUNE,89,202,0,0.279,0,0
55,AMRITSAR,SRINAGAR,1473,1744,0,0.422,0,0.071
56,BAGDOGRA,CHENNAI,2189,1410,0.46,0.714,0.4208,0
57,BAGDOGRA,MANGALORE,42,0,0,0,0,0
58,BENGALURU,AGARTALA,3181,517,1.535,0.3303,0.8937,0.0089
59,BENGALURU,BAGDOGRA,15676,14519,40.14364,38.58581,1.5895,0
60,BENGALURU,BELGAUM,2260,2402,0,1.8412,0,0
61,BENGALURU,CHANDIGARH,11966,11421,97.4485,155.4367,3.3854,3.66
62,BENGALURU,CHENNAI,54931,61414,467.36699,464.86673,5.8136,12.0919
63,BENGALURU,COIMBATORE,11126,13035,3.2649,0.1903,1.1228,0
64,BENGALURU,"DEHRA DUN",4377,3761,0.581,2.8441,0.7332,0.023
65,BENGALURU,DELHI,188373,182982,2739.4928,2923.88567,28.5987,42.177
66,BENGALURU,GOA,43143,41392,46.6806,18.1586,0,0.4845
67,BENGALURU,GUWAHATI,18207,17292,92.4753,13.7168,7.2645,4.4296
68,BENGALURU,HUBLI,10050,10650,0.70057,0.14139,0,0
69,BENGALURU,HYDERABAD,97477,96489,267.16616,180.31231,10.9475,2.275
70,BENGALURU,IMPHAL,834,919,7.507,10.666,0.076,0
71,BENGALURU,INDORE,17563,18179,69.4871,77.1455,0,2.1438
72,BENGALURU,JAIPUR,27962,24440,80.9025,223.7201,3.8001,4.3341
73,BENGALURU,JODHPUR,86,144,0,0,0.4678,0
74,BENGALURU,KOCHI,48937,51531,127.78877,43.77783,0.3203,8.7453
75,BENGALURU,KOLKATA,70421,67163,694.16974,457.35555,33.9789,4.4314
76,BENGALURU,KOZHIKODE,5506,5785,6.89766,0.5805,0,0
77,BENGALURU,LUCKNOW,24686,23427,103.5532,25.5477,14.6451,2.48
78,BENGALURU,MADURAI,3516,3242,7.617,10.173,2.9615,0
79,BENGALURU,MANGALORE,25168,25606,15.78581,18.42155,0.0413,137.1129
80,BENGALURU,MUMBAI,166269,160114,1387.3218,1404.04126,7.7324,31.871
81,BENGALURU,NAGPUR,19624,18374,80.1458,39.677,4.0435,1.1976
82,BENGALURU,PATNA,24052,20842,200.7463,68.85534,13.0462,2.6586
83,BENGALURU,"PORT BLAIR",1531,999,4.39,0,0,0
84,BENGALURU,PUDUCHERRY,1828,1741,0.001,0,0,0
85,BENGALURU,PUNE,72868,74293,326.66287,323.90975,7.9515,0
86,BENGALURU,RAIPUR,4281,4553,19.4677,3.2933,1.3837,1.5448
87,BENGALURU,RAJAHMUNDRY,4911,5500,0.496,0.17048,0,0
88,BENGALURU,RANCHI,16190,16419,56.3466,19.455,12.2847,3.98
89,BENGALURU,SRINAGAR,1447,1123,7.263,1.166,0,0.532
90,BENGALURU,SURAT,5174,5829,2.194,0,0,0
91,BENGALURU,TIRUCHIRAPALLY,1585,1798,0,0,0,0
92,BENGALURU,TIRUPATI,3091,3069,0,0,0,0
93,BENGALURU,TRIVANDRUM,22684,23093,12.49797,2.98,11.1565,3.7009
94,BENGALURU,TUTICORIN,1335,1631,0,0,0,0
95,BENGALURU,VARANASI,7622,5832,9.552,26.916,1.5132,0
96,BENGALURU,VIDYANAGAR,1540,1809,0,0,0,0
97,BENGALURU,VIJAYAWADA,11417,11361,21.25901,4.05344,0,0
98,BENGALURU,VISAKHAPATNAM,23975,24065,63.8518,4.297,4.8467,0.6033
99,BHATINDA,DELHI,767,714,0,0,0,0
100,BHATINDA,JAMMU,1009,902,0,0,0,0
101,BHAVNAGAR,MUMBAI,1452,1422,0,0,0,0
102,BHAVNAGAR,SURAT,53,47,0,0,0,0
103,BHOPAL,"DEHRA DUN",0,50,0,0,0,0
104,BHOPAL,DELHI,14755,13961,8.3926,94.5106,8.439,12.694
105,BHOPAL,HYDERABAD,442,454,0,0,0,0
106,BHOPAL,JAIPUR,63,0,0,0,0,0
107,BHOPAL,LUCKNOW,811,825,0,0,0,0
108,BHOPAL,MUMBAI,11520,11084,20.5668,57.0795,2.065,22.7042
109,BHOPAL,RAIPUR,1074,1014,0,0,0,0
110,BHUBANESWAR,BENGALURU,25816,28248,5.8378,219.2878,2.832,9.2197
111,BHUBANESWAR,CHENNAI,11367,11001,10.4463,21.46,2.6848,10.8043
112,BHUBANESWAR,COIMBATORE,412,132,0.1112,1.33,0,0.2184
113,BHUBANESWAR,DELHI,45997,46307,46.8928,343.4767,1.1078,42.5384
114,BHUBANESWAR,GUWAHATI,637,0,0.206,0,0.6181,0
115,BHUBANESWAR,HYDERABAD,22867,22426,10.0737,51.6951,1.188,2.8195
116,BHUBANESWAR,KOCHI,0,66,0,0,0,0
117,BHUBANESWAR,KOLKATA,29095,28617,10.8742,64.9641,2.7605,13.4832
118,BHUBANESWAR,MADURAI,0,64,0,0,0,0
119,BHUBANESWAR,MUMBAI,17549,17049,28.892,132.2003,3.1425,25.467
120,BHUBANESWAR,RAIPUR,65,80,0,0,0,0
121,BHUBANESWAR,VADODARA,0,112,0,0.018,0,0
122,BHUBANESWAR,VISAKHAPATNAM,806,1005,0.001,0.0385,0,0
123,BHUJ,MUMBAI,6967,6491,0.005,3.112,0,0
124,BIKANER,DELHI,1467,1454,0,0,0,0
125,BIKANER,JAIPUR,966,1027,0,0,0,0
126,CHANDIGARH,CHENNAI,543,948,19.2737,42.0774,0,1.6835
127,CHANDIGARH,JAIPUR,1729,1828,0.027,0.031,1.143,0
128,CHANDIGARH,KULLU,505,380,0,0,0,0
129,CHANDIGARH,LEH,887,1047,0.059,0,0,0
130,CHANDIGARH,LUCKNOW,1619,2035,0.568,0.138,0,0
131,CHANDIGARH,PUNE,3679,3899,6.169,9.3527,0,0
132,CHANDIGARH,SRINAGAR,9033,9795,1.61005,2.01796,0,0
133,CHANDIGARH,SURAT,50,0,0,0,0,0
134,CHANDIGARH,TRIVANDRUM,14,0,0,0,0,0
135,CHENNAI,MYSORE,1630,1720,0,0,0,0
136,CHENNAI,PATNA,4695,2792,15.66671,0.365,0.4061,0.0135
137,CHENNAI,PUNE,45229,42696,317.68278,347.46739,6.0955,0
138,CHENNAI,RAIPUR,1245,0,6.27,0,2.8192,0
139,CHENNAI,RAJAHMUNDRY,2615,3028,0.4897,0.019,0,0
140,CHENNAI,SALEM,1539,1649,0,0,0,0
141,CHENNAI,SRINAGAR,365,433,0,0,0,0
142,CHENNAI,TIRUCHIRAPALLY,10792,10763,0,0,0,0
143,CHENNAI,TRIVANDRUM,15613,14712,23.8021,23.3682,11.9548,5.1672
144,CHENNAI,TUTICORIN,8653,8559,3.35524,2.013,0,0
145,CHENNAI,UDAIPUR,2704,2566,0.412,0,0,0
146,CHENNAI,VARANASI,2031,3494,9.635,0.308,0,0
147,CHENNAI,VIJAYAWADA,5169,5781,6.34289,0.67042,0,0
148,CHENNAI,VISAKHAPATNAM,9461,8243,26.36809,32.8717,0,0.5938
149,COIMBATORE,AGARTALA,28,9,0.041,0,0,0
150,COIMBATORE,CHENNAI,40519,40557,86.71484,82.72401,2.151,1.81
