S.No.,CITY 1,CITY 2,"PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2264,2145,0,1.472,0,0
2,AGARTALA,BAGDOGRA,0,167,0,0.567,0,0
3,AGARTALA,BENGALURU,2241,4120,0.775,2.641,0,1.031
4,AGARTALA,CHENNAI,1895,1742,0.015,0.525,0,0.22
5,AGARTALA,COIMBATORE,0,56,0,0.235,0,0
6,AGARTALA,DELHI,5023,6087,0.235,32.57,0.726,3.256
7,AGARTALA,GUWAHATI,9271,9849,4.893,51.257,3.371,4.514
8,AGARTALA,IMPHAL,624,1070,0.229,0.819,0,0
9,AGARTALA,KOLKATA,34780,35673,33.686,351.472,4.742,9.128
10,AGATTI ISLAND,BENGALURU,40,20,0,0,0,0
11,AGATTI ISLAND,KOCHI,641,1331,0,0,0,0
12,AGRA,DELHI,0,53,0,0.058,0,0
13,AGRA,JAIPUR,513,554,0,0,0,0
14,AGRA,KHAJURAHO,133,0,0,0,0,0
15,AGRA,VARANASI,0,489,0,0,0,0
16,AHMEDABAD,AJMER,1234,1213,0,0,0,0
17,AHMEDABAD,AURANGABAD,579,750,0,0,0,0
18,AHMEDABAD,BAGDOGRA,5296,3883,28.22887,5.55742,1.553,0.11
19,AHMEDABAD,BELGAUM,513,633,0,0,0,0
20,AHMEDABAD,BENGALURU,33806,36290,256.53071,242.81614,1.281,0.578
21,AHMEDABAD,BHOPAL,392,383,0,0,0,0
22,AHMEDABAD,BHUBANESWAR,207,194,10.624,4.025,0.094,0.43
23,AHMEDABAD,CHANDIGARH,3836,3879,18.23,31.3,0,0
24,AHMEDABAD,CHENNAI,25540,26378,198.7549,155.6566,0.365,0.736
25,AHMEDABAD,DABOLIM,14110,15277,23.655,9.81998,0,0.079
26,AHMEDABAD,DEHRA DUN,2338,2514,0.59589,0,0,0
27,AHMEDABAD,DELHI,89930,90325,1255.7663,1339.53272,4.824,9.961
28,AHMEDABAD,GUWAHATI,3508,3378,50.555,7.123,2.121,0.523
29,AHMEDABAD,HUBLI,2926,3628,17.901,14.853,0.08,0
30,AHMEDABAD,HYDERABAD,24537,21818,128.48,110.921,0.816,1.834
31,AHMEDABAD,IMPHAL,0,145,0,0.648,0,0
32,AHMEDABAD,INDORE,2688,2646,0,0,0,0
33,AHMEDABAD,JABALPUR,234,228,0.01,0,0,0
34,AHMEDABAD,JAIPUR,9749,8748,5.15569,12.482,0,1.736
35,AHMEDABAD,JAISALMER,2898,2796,0,0,0,0
