S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2332,2307,0,0.9586,0,0
2,AGARTALA,CHENNAI,1363,1637,0.124,0.176,0,0.273
3,"AGATTI ISLAND",BENGALURU,117,127,0,0,0,0
4,"AGATTI ISLAND",KOCHI,1561,1622,0,0,0,0
5,AGRA,DELHI,0,30,0,0.242,0,0
6,AGRA,JAIPUR,605,717,0,0,0,0
7,AGRA,KHAJURAHO,381,0,0,0,0,0
8,AGRA,VARANASI,0,988,0,0,0,0
9,AHMEDABAD,ALLAHABAD,703,647,0,0,0,0
10,AHMEDABAD,BAGDOGRA,1667,1605,2.79063,3.73793,0,0
11,AHMEDABAD,BENGALURU,50324,49647,240.45938,221.59755,2.211,0.651
12,AHMEDABAD,BHOPAL,1380,1343,0,0,0,0
13,AHMEDABAD,BHUBANESWAR,743,0,19.085,0,0.254,0
14,AHMEDABAD,CHANDIGARH,4672,4153,5.7665,22.09087,0,0
15,AHMEDABAD,CHENNAI,30877,28119,218.19921,132.70571,0.328,0
16,AHMEDABAD,COIMBATORE,915,928,0,0,0,0
17,AHMEDABAD,DABOLIM,15226,18039,10.658,9.09399,0,0
18,AHMEDABAD,"DEHRA DUN",2080,2285,0.009,0.03101,0,0
19,AHMEDABAD,DELHI,106018,101855,1253.32974,1249.5323,6.005,21.923
20,AHMEDABAD,GUWAHATI,3382,3611,9.73747,0.939,0,0
21,AHMEDABAD,HUBLI,4617,4786,12.208,0.008,0,0
22,AHMEDABAD,HYDERABAD,35967,36151,168.30336,77.30568,1.228,0.047
23,AHMEDABAD,IMPHAL,0,165,0,0.015,0,0
24,AHMEDABAD,INDORE,2470,2300,0.152,0.9355,0.7282,0
25,AHMEDABAD,JABALPUR,1756,1678,2.76577,0.039,0,0
26,AHMEDABAD,JAIPUR,16524,13861,20.70912,4.13,0,1.023
27,AHMEDABAD,JAISALMER,2495,2579,0,0,0,0
28,AHMEDABAD,JAMMU,3202,1192,3.78623,0,0,0
29,AHMEDABAD,JODHPUR,3670,3545,0.0466,0.0228,0,0
30,AHMEDABAD,KOCHI,10309,11690,29.30023,5.712,3.358,1.115
31,AHMEDABAD,KOLKATA,24482,21119,217.53789,204.265,2.221,5.547
32,AHMEDABAD,LUCKNOW,4083,5459,17.158,1.546,0.822,0.816
33,AHMEDABAD,MUMBAI,96614,95923,976.25249,898.48032,6.5039,34.6774
34,AHMEDABAD,NAGPUR,832,470,8.302,0.215,0,0
35,AHMEDABAD,PATNA,4965,4493,39.16797,0.80258,0,0
36,AHMEDABAD,PORBANDAR,839,900,0,0,0,0
37,AHMEDABAD,PUNE,24455,24763,57.3523,36.93545,0.908,1.212
38,AHMEDABAD,SHIRDI,554,612,0,0,0,0
39,AHMEDABAD,SRINAGAR,0,3048,0,2.338,0,0
