S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2308,2290,0,1.1655,0,0
2,AGARTALA,CHENNAI,1536,1695,0.018,1.246,0,0.36064
3,AGARTALA,PUNE,529,0,0,0,0.97599,0
4,"AGATTI ISLAND",KOCHI,2634,104,0,0,0,0
5,AGRA,DELHI,0,68,0,0,0,0
6,AGRA,JAIPUR,540,629,0,0,0,0
7,AGRA,KHAJURAHO,336,0,0.24,0,0,0
8,AGRA,VARANASI,0,985,0,0,0,0
9,AHMEDABAD,BENGALURU,51309,50972,341.96758,235.2661,3.61039,0.9765
10,AHMEDABAD,BHUBANESWAR,1052,53,17.7081,0,0.6141,0
11,AHMEDABAD,CHANDIGARH,4282,4072,14.56,27.46,0,0
12,AHMEDABAD,CHENNAI,27423,25976,282.37341,155.83746,0.3801,0.1292
13,AHMEDABAD,COIMBATORE,1093,1050,0,0,0,0
14,AHMEDABAD,"DEHRA DUN",2023,2381,0.821,0.137,0,0
15,AHMEDABAD,DELHI,100444,107548,1254.98441,1260.98255,6.77014,22.6221
16,AHMEDABAD,GOA,17048,17527,9.544,5.7053,0,0.161
17,AHMEDABAD,GUWAHATI,1661,1171,0.59906,0.174,0,0
18,AHMEDABAD,HUBLI,4503,4342,7.835,0.044,0.022,0
19,AHMEDABAD,HYDERABAD,33568,33410,184.48806,65.51523,1.69828,0
20,AHMEDABAD,IMPHAL,0,184,0,0,0,0
21,AHMEDABAD,INDORE,2299,2411,0.054,1.161,0.892,0
22,AHMEDABAD,JABALPUR,1754,1845,4.44375,0,0,0
23,AHMEDABAD,JAIPUR,15400,14225,6.24453,16.34786,0,1.21373
24,AHMEDABAD,JAISALMER,2146,1965,0,0,0,0
25,AHMEDABAD,JAMMU,1419,507,0.039,0,0,0
26,AHMEDABAD,JODHPUR,3221,3575,0.1097,0,0,0
27,AHMEDABAD,KOCHI,12490,11323,43.33039,3.54967,3.56711,0.9815
28,AHMEDABAD,KOLKATA,23092,20987,206.74516,176.76608,2.45395,4.69891
29,AHMEDABAD,LUCKNOW,4167,5771,22.00112,7.3321,1.47697,0.625
30,AHMEDABAD,MUMBAI,95661,95325,1131.62542,926.72617,9.51133,32.6163
31,AHMEDABAD,NAGPUR,552,326,10.75566,0.928,0.298,0
