S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,AGARTALA,BENGALURU,2372,1782,0.109,0.75,0,1.3437
2,AGARTALA,CHENNAI,333,265,0,1.334,0,0
3,AGARTALA,DELHI,3738,3337,2.378,19.611,1.63922,2.286
4,AGARTALA,GUWAHATI,1361,947,3.25114,16.97787,4.59881,4.0525
5,AGARTALA,IMPHAL,209,182,0.081,0.116,0,0
6,AGARTALA,KOLKATA,8089,10318,19.76508,136.26067,2.45287,9.9315
7,AHMEDABAD,AJMER,504,487,0,0,0,0
8,AHMEDABAD,BAGDOGRA,659,1589,0.329,7.432,0,0
9,AHMEDABAD,BELGAUM,777,731,0,0,0,0
10,AHMEDABAD,BENGALURU,20896,14420,290.61205,219.25177,2.03953,7.99917
11,AHMEDABAD,BHUBANESWAR,1807,4244,11.3116,0.7685,0,0.69992
12,AHMEDABAD,CHANDIGARH,2176,2026,26.091,26.3652,0.0943,0.3243
13,AHMEDABAD,CHENNAI,3864,4038,87.7167,110.95104,0.20746,3.99876
14,AHMEDABAD,COIMBATORE,2485,708,10.5108,1.082,0,0
15,AHMEDABAD,DABOLIM,1984,1471,0.688,7.83138,0,0
16,AHMEDABAD,"DEHRA DUN",524,381,0.099,0,0,0
17,AHMEDABAD,DELHI,27304,30194,1118.44986,1166.41711,7.7172,17.86396
18,AHMEDABAD,HYDERABAD,14652,13413,110.34087,91.29076,2.54316,6.84529
19,AHMEDABAD,INDORE,805,876,0.693,0.7311,0.16234,0.7696
20,AHMEDABAD,JAIPUR,1978,2572,7.79982,5.61352,0,0
21,AHMEDABAD,JAISALMER,500,452,0,0,0,0
22,AHMEDABAD,JALGAON,181,205,0,0,0,0
23,AHMEDABAD,JAMMU,470,316,0.419,0,0,0
24,AHMEDABAD,KANDLA,669,781,0,0,0,0
25,AHMEDABAD,KOCHI,1582,1416,10.6019,2.335,0.12946,1.60936
26,AHMEDABAD,KOLKATA,5971,6732,49.07855,42.6135,1.89205,0.69553
27,AHMEDABAD,LUCKNOW,5046,12060,16.59334,16.40852,3.19692,1.9662
