S.No.,CITY 1,CITY 2,"PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2198,2248,0,1.33947,0,0
2,AGARTALA,BENGALURU,4294,4607,0.02,4.251,0,0.862
3,AGARTALA,CHENNAI,2320,1373,0.1,0.771,0,0.482
4,AGARTALA,COIMBATORE,0,5,0,0.004,0,0
5,AGARTALA,DELHI,5467,5823,1.59,19.371,1.002,6.683
6,AGARTALA,GUWAHATI,10581,10553,12.706,36.138,4.224,4.118
7,AGARTALA,IMPHAL,3055,4352,1.006,0.278,0,0
8,AGARTALA,KOLKATA,41624,44350,17.7357,306.8994,4.686,7.59
9,AGARTALA,MUMBAI,721,579,0.015,0.115,0,0
10,AGARTALA,NAGPUR,4,0,0.346,0,0,0
11,AGATTI ISLAND,BENGALURU,377,148,0,0,0,0
12,AGATTI ISLAND,CHENNAI,7,3,0,0,0,0
13,AGATTI ISLAND,KOCHI,0,1851,0,0,0,0
14,AGATTI ISLAND,KOZHIKODE,860,0,0,0,0,0
15,AGRA,JAIPUR,606,657,0,0,0,0
16,AHMEDABAD,AJMER,1718,1497,0,0,0,0
17,AHMEDABAD,AURANGABAD,1469,1499,0,0,0,0
18,AHMEDABAD,BAGDOGRA,5420,5116,20.661,10.075,0,0.117
19,AHMEDABAD,BELGAUM,1182,1193,0,0,0,0
20,AHMEDABAD,BENGALURU,40756,39357,142.6024,232.88127,0.764,0.523
21,AHMEDABAD,BHAVNAGAR,5,10,0,0,0,0
22,AHMEDABAD,BHOPAL,2129,1968,0.86502,0.9759,0,0
23,AHMEDABAD,BHUBANESWAR,4954,4683,35.184,0.837,1.058,1.063
24,AHMEDABAD,CHANDIGARH,10620,11746,10.446,27.369,0.132,0.051
25,AHMEDABAD,CHENNAI,34793,33004,207.3946,192.14404,0.566,7.187
