S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,ADAMPUR,DELHI,2048,2088,0,0.77677,0,0
2,AGARTALA,BAGDOGRA,-,9,-,0,-,0
3,AGARTALA,BENGALURU,3205,3313,0,0.943,0,0.977
4,AGARTALA,CHENNAI,2266,1555,0,0,0,0
5,AGARTALA,COIMBATORE,-,18,-,0,-,0
6,AGARTALA,DELHI,2021,1214,0,11.297,0,4.179
7,AGARTALA,GUWAHATI,11355,10213,1.368,40.848,3.137,3.175
8,AGARTALA,IMPHAL,1060,1401,0,0.923,0,0
9,AGARTALA,KOLKATA,40108,37956,19.5196,341.7267,4.391,7.261
10,"AGATTI ISLAND",BENGALURU,20,11,0,0,0,0
11,"AGATTI ISLAND",KOCHI,591,930,0,0,0,0
12,AGRA,JAIPUR,495,547,0,0,0,0
13,AHMEDABAD,AJMER,1013,967,0,0,0,0
14,AHMEDABAD,BAGDOGRA,3845,4548,21.649,4.82363,0,0
15,AHMEDABAD,BELGAUM,690,669,0,0,0,0
16,AHMEDABAD,BENGALURU,40042,41083,297.09096,270.39463,1.534,0
17,AHMEDABAD,BHUBANESWAR,128,20,1.727,0,0,0
18,AHMEDABAD,CHANDIGARH,4450,4273,11.15,26.12,0,0
19,AHMEDABAD,CHENNAI,26585,24799,256.90898,205.43844,0,0
20,AHMEDABAD,COIMBATORE,15,61,0,0,0,0
21,AHMEDABAD,DABOLIM,14887,15376,34.11006,7.26102,0,0
22,AHMEDABAD,"DEHRA DUN",1772,2192,0.01236,0,0,0
23,AHMEDABAD,DELHI,92326,92308,1364.62502,1391.75806,3.138,14.929
24,AHMEDABAD,GUWAHATI,2587,3137,20.186,4.994,2.377,0
25,AHMEDABAD,HUBLI,3424,3418,37.966,11.807,0,0
26,AHMEDABAD,HYDERABAD,28453,27969,177.112,90.84,0.743,4.91
27,AHMEDABAD,IMPHAL,-,114,-,0,-,0
28,AHMEDABAD,INDORE,1360,1307,0,0,0,0
29,AHMEDABAD,JABALPUR,1336,1193,10.33393,0.30337,0,0
30,AHMEDABAD,JAIPUR,12446,11503,3.36865,22.29978,0,1.901
31,AHMEDABAD,JAISALMER,2995,3076,0,0,0,0
32,AHMEDABAD,KANDLA,1408,1450,0,0,0,0
33,AHMEDABAD,KOCHI,9309,10202,38.998,3.472,2.105,1.237
34,AHMEDABAD,KOLKATA,18596,18155,345.253,147.047,0.563,6.843
35,AHMEDABAD,LUCKNOW,6833,8663,52.205,6.02,1.539,0
36,AHMEDABAD,MANGALORE,-,168,-,0,-,8.603
37,AHMEDABAD,MUMBAI,89633,93260,1038.17044,958.86087,3.467,6.769
38,AHMEDABAD,NAGPUR,529,205,7.557,0.691,0,0
39,AHMEDABAD,NASIK,2480,2432,0,0,0,0
40,AHMEDABAD,PATNA,4536,4554,39.25743,1.06001,0,0
41,AHMEDABAD,PORBANDAR,1252,1357,0,0,0,0
42,AHMEDABAD,PUNE,26053,27082,66.23301,51.27617,6.105,0.689
43,AHMEDABAD,TRIVANDRUM,-,216,-,0,-,0
44,AHMEDABAD,UDAIPUR,1052,1113,0,0,0,0
45,AHMEDABAD,VARANASI,7599,8668,47.13916,2.525,0,0
46,AHMEDABAD,VISAKHAPATNAM,463,-,0.741,-,0,-
47,AIZAWL,IMPHAL,775,814,0.006,0,1.218,2.656
48,AIZAWL,KOLKATA,4777,4694,12.8547,28.3811,19.716,2.81
49,AJMER,DELHI,1677,1807,0,0,0,0
50,AJMER,HYDERABAD,1725,2143,0,0,0,0
51,ALLAHABAD,BENGALURU,3935,4122,0,0,0,0
52,ALLAHABAD,DELHI,5678,5570,0,0.664,0,0
53,ALLAHABAD,KOLKATA,1444,1242,0,0,0,0
54,ALLAHABAD,MUMBAI,3597,3309,0,0,0,0
55,ALLAHABAD,RAIPUR,1489,1701,0,0,0,0
56,AMRITSAR,BAGDOGRA,-,241,-,0,-,0
57,AMRITSAR,BENGALURU,2299,2112,12.975,5.312,0,0
58,AMRITSAR,COIMBATORE,-,170,-,0,-,0
59,AMRITSAR,DABOLIM,-,85,-,1.074,-,0
60,AMRITSAR,"DEHRA DUN",1409,1669,0.32712,0.005,0,0
61,AMRITSAR,DELHI,33213,34293,15.917,51.5547,0,4.78
62,AMRITSAR,GUWAHATI,-,48,-,0,-,0
63,AMRITSAR,HYDERABAD,3604,3800,0,2.902,0,0
64,AMRITSAR,JAIPUR,1835,1850,0,0.003,0,0
65,AMRITSAR,MUMBAI,20046,19988,56.82574,18.95147,0,2.66
66,AMRITSAR,NANDED,735,705,0,0,0,0
67,AMRITSAR,SRINAGAR,2757,3452,0,3.402,0,0
68,AURANGABAD,DELHI,3115,3514,28.0831,12.0395,0.489,6.398
69,AURANGABAD,HYDERABAD,1688,1612,0,0,0,0
70,AURANGABAD,MUMBAI,3220,3234,8.776,1.8305,0.583,13.858
71,BAGDOGRA,BENGALURU,17865,17528,30.57643,38.12735,0,3.776
72,BAGDOGRA,CHENNAI,5492,5477,15.14371,5.33426,0,0
73,BAGDOGRA,DELHI,51089,46133,119.1156,155.25667,0,3.582
74,BAGDOGRA,DIBRUGARH,4040,4208,0.045,0.401,0,0
75,BAGDOGRA,GUWAHATI,13229,15521,13.92097,31.35,0,0
76,BAGDOGRA,HYDERABAD,4993,4166,11.035,3.985,0,0
77,BAGDOGRA,KOLKATA,36473,33832,82.39187,80.21032,0.763,0
78,BAGDOGRA,MANGALORE,65,-,0,-,0,-
79,BAGDOGRA,MUMBAI,9871,8632,27.34018,25.28015,0,6.975
80,BELGAUM,BENGALURU,5337,5159,0.72764,1.06087,0,0
81,BELGAUM,HYDERABAD,1308,1226,0,0.004,0,0
82,BELGAUM,JABALPUR,32,23,0,0,0,0
83,BELGAUM,MANGALORE,-,72,-,0,-,0
84,BELGAUM,MUMBAI,1951,2123,0,1.5259,0,0
85,BELGAUM,PUNE,830,781,0,0,0,0
86,BENGALURU,BHOPAL,3673,4270,0,0,0,0
87,BENGALURU,BHUBANESWAR,24049,23464,97.856,6.499,6.733,2.345
88,BENGALURU,CHANDIGARH,13822,14422,66.073,114.653,1.741,2.066
89,BENGALURU,CHENNAI,62169,62969,801.48247,617.48399,4.188,2.197
90,BENGALURU,COIMBATORE,19077,19931,26.9108,12.81062,0,0
91,BENGALURU,DABOLIM,42204,43988,18.2245,4.361,0.843,0.531
92,BENGALURU,"DEHRA DUN",4258,4379,3.65,9.032,3.789,0
93,BENGALURU,DELHI,189227,192977,2934.36657,2676.76885,28.76,28.162
94,BENGALURU,GORAKHPUR,3229,4077,2.598,0,0,0
95,BENGALURU,GUWAHATI,13502,13291,66.637,10.794,2.483,0
96,BENGALURU,GWALIOR,1909,1939,0,0,0,0
97,BENGALURU,HUBLI,6237,6319,12.603,0,0,0
98,BENGALURU,HYDERABAD,75682,77272,372.46587,146.89809,8.796,1.043
99,BENGALURU,IMPHAL,3303,4987,5.15,12.491,0,0
100,BENGALURU,INDORE,14089,13430,59.738,41.881,3.716,1.614
101,BENGALURU,JAIPUR,20487,20803,199.248,242.604,9.175,2.786
102,BENGALURU,KANNUR,9052,8250,1.371,0,0,0
103,BENGALURU,KOCHI,37631,37882,102.894,27.8715,2.042,5.632
104,BENGALURU,KOLHAPUR,1193,1051,0,0,0,0
105,BENGALURU,KOLKATA,75168,74305,746.00002,676.1719,19.462,4.26
106,BENGALURU,KOZHIKODE,8645,8536,9.80687,1.413,0,0
107,BENGALURU,LUCKNOW,28362,29058,194.265,116.896,12.347,1.794
108,BENGALURU,MADURAI,3518,3428,0.511,2.174,0,0
109,BENGALURU,MANGALORE,26216,25460,18.22651,7.69367,0,132.345
110,BENGALURU,MUMBAI,167511,175516,1357.16851,1544.82186,7.935,32.198
111,BENGALURU,MYSORE,845,835,0,0,0,0
112,BENGALURU,NAGPUR,17162,18057,57.113,44.837,3.464,0.941
113,BENGALURU,PATNA,23070,21262,172.92958,60.84864,17.869,1.667
114,BENGALURU,PONDICHERRY,1394,1335,0,0,0,0
115,BENGALURU,PUNE,77851,79073,331.31337,213.81332,1.328,0
116,BENGALURU,RAIPUR,7846,8818,27.518,1.591,2.607,0.55
117,BENGALURU,RAJAHMUNDRY,1963,2040,0,0,0,0
118,BENGALURU,RANCHI,15794,18797,46.191,16.937,9.325,3.355
119,BENGALURU,SHIRDI,1797,1794,5.6044,0,0,0
120,BENGALURU,SRINAGAR,6207,6004,10.165,67.787,0,0.638
121,BENGALURU,SURAT,5571,6252,26.418,3.16,0,0
122,BENGALURU,TIRUCHIRAPALLY,2073,2073,0,0,0,0
123,BENGALURU,TIRUPATI,3764,3900,0,0,0,0
124,BENGALURU,TRIVANDRUM,16489,15607,15.23,5.892,3.81,2.011
125,BENGALURU,UDAIPUR,4100,3945,2.806,0,0,0
126,BENGALURU,VADODARA,4075,4158,9.865,60.536,1.527,0
127,BENGALURU,VARANASI,7795,8907,18.677,32.802,2.444,0
128,BENGALURU,VIDYANAGAR,1521,1650,0,0,0,0
129,BENGALURU,VIJAYAWADA,11736,11497,28.64541,6.11565,2.736,0
130,BENGALURU,VISAKHAPATNAM,16560,17374,46.821,11.925,5.54,0
131,BHATINDA,DELHI,904,788,0,0,0,0
132,BHATINDA,JAMMU,988,898,0,0,0,0
133,BHAVNAGAR,MUMBAI,1343,1363,0,0,0,0
134,BHOPAL,CHANDIGARH,-,22,-,0,-,0
135,BHOPAL,DELHI,23992,22957,9.17626,105.48414,10.081,9.209
136,BHOPAL,HYDERABAD,5929,5152,0.58233,2.77658,0,0
137,BHOPAL,INDORE,80,-,0,-,0,-
138,BHOPAL,JAIPUR,1129,910,0,0,0,0
139,BHOPAL,KOCHI,-,84,-,0,-,0
140,BHOPAL,MUMBAI,18413,18680,8.3609,47.515,3.165,10.565
141,BHOPAL,PUNE,2128,1911,0.02,0.421,0,0
142,BHOPAL,RAIPUR,1149,1159,0,0,0,0
143,BHOPAL,SHIRDI,1454,1245,0,5.90879,0,0
144,BHOPAL,SURAT,474,431,0,1.13493,0,0
145,BHOPAL,UDAIPUR,394,461,0,0,0,0
146,BHUBANESWAR,CHENNAI,9471,7923,21.91,39.782,3.253,9.294
147,BHUBANESWAR,COIMBATORE,123,48,0,1.453,0,0
148,BHUBANESWAR,DELHI,53085,52228,44.1623,316.017,9.897,43.227
149,BHUBANESWAR,GUWAHATI,5420,4836,0.885,0,0.512,0
150,BHUBANESWAR,HYDERABAD,13182,12339,9.562,38.63,1.161,3.774
151,BHUBANESWAR,IMPHAL,-,34,-,0,-,0
152,BHUBANESWAR,JHARSUGUDA,1136,1227,0,0,0,0
153,BHUBANESWAR,KOCHI,-,1211,-,0,-,0
154,BHUBANESWAR,KOLKATA,24709,25498,18.6,47.371,3.472,11.556
155,BHUBANESWAR,MUMBAI,19623,17461,25.4487,120.3425,4.061,16.299
156,BHUBANESWAR,RANCHI,1047,1161,0,0,0,0
157,BHUBANESWAR,SURAT,158,-,8.001,-,0,-
158,BHUBANESWAR,VARANASI,241,156,0,0,0,0
159,BHUJ,MUMBAI,910,956,0,0,0,0
160,BIKANER,DELHI,1145,1296,0,0,0,0
161,BIKANER,JAIPUR,419,471,0,0,0,0
162,CHANDIGARH,CHENNAI,1030,1064,15.409,11.923,0,0.636
163,CHANDIGARH,DELHI,30345,33016,54.6421,57.143,0,0
164,CHANDIGARH,HYDERABAD,3783,3344,15.894,14.134,1.029,0
165,CHANDIGARH,KOLKATA,3055,2271,26.467,4.155,3.563,0
166,CHANDIGARH,KULLU,525,310,0,0,0,0
167,CHANDIGARH,LEH,1003,1093,2.412,0.002,0,0
168,CHANDIGARH,LUCKNOW,-,648,-,0,-,0
169,CHANDIGARH,MUMBAI,22615,23976,87.0699,128.382,0,8.714
170,CHANDIGARH,NANDED,709,773,0,0,0,0
171,CHANDIGARH,PUNE,1740,1722,2.504,0.4356,0,0
172,CHANDIGARH,SIMLA,49,33,0,0,0,0
173,CHANDIGARH,SRINAGAR,7538,7666,15.3,1.79,0,0
174,CHANDIGARH,TRIVANDRUM,2,-,0,-,0,-
175,CHENNAI,COIMBATORE,41118,40132,47.88211,35.44424,2.303,1.328
176,CHENNAI,DABOLIM,11147,11764,20.04098,58.26683,0,0
177,CHENNAI,"DEHRA DUN",866,-,0,-,0,-
178,CHENNAI,DELHI,95846,99436,849.91401,1408.09238,46.047,29.07
179,CHENNAI,GUWAHATI,12908,12359,38.23398,15.85508,5.692,0
180,CHENNAI,HUBLI,3098,3607,1.864,30.085,0,0
181,CHENNAI,HYDERABAD,63866,64248,482.45357,247.8711,11.791,8.607
182,CHENNAI,INDORE,3933,3963,14.26,19.69,0,0
183,CHENNAI,JAIPUR,5160,5420,18.74,66.117,4.588,2.077
184,CHENNAI,KADAPA,1304,1652,0,0,0,0
185,CHENNAI,KANNUR,3441,2815,0,0,0,0
186,CHENNAI,KOCHI,34060,32291,119.89217,32.97138,5.64,3.692
187,CHENNAI,KOLKATA,56730,57303,626.06037,215.92635,25.672,4.619
188,CHENNAI,KOZHIKODE,4896,4300,3.14714,1.16827,0,0
189,CHENNAI,LUCKNOW,2920,3918,27.943,16.307,0.688,0
190,CHENNAI,MADURAI,29478,29832,61.36675,29.96813,6.368,3.967
191,CHENNAI,MANGALORE,4052,3485,0,0,0,11.408
192,CHENNAI,MUMBAI,94831,99654,728.71458,696.51223,36.251,46.797
193,CHENNAI,MYSORE,1682,1828,0,0,0,0
194,CHENNAI,NAGPUR,2767,3208,7.657,4.381,1.281,0
195,CHENNAI,PATNA,1136,1435,2.132,0.706,0,0
196,CHENNAI,"PORT BLAIR",25411,23542,234.04166,148.44163,6.767,2.503
197,CHENNAI,PUNE,31289,32328,173.11192,258.93581,3.944,0
198,CHENNAI,RAIPUR,3903,4288,9.483,0,1.484,0
199,CHENNAI,RAJAHMUNDRY,1831,1807,0,0,0,0
200,CHENNAI,SALEM,1551,1630,0,0,0,0
201,CHENNAI,SHIRDI,5188,5190,41.83249,55.4132,0,0
202,CHENNAI,SRINAGAR,939,-,0,-,0,-
203,CHENNAI,SURAT,4276,4459,54.042,18.212,0,0
204,CHENNAI,TIRUCHIRAPALLY,8844,8749,1.127,0,0,0
205,CHENNAI,TRIVANDRUM,14117,14164,20.814,23.5715,11.197,4.185
206,CHENNAI,TUTICORIN,9762,9610,8.27064,0,0,0
207,CHENNAI,UDAIPUR,2357,2950,0.658,0.507,0,0
208,CHENNAI,VADODARA,80,-,23.812,-,0,-
209,CHENNAI,VARANASI,7815,7951,11.24058,11.46856,0,0
210,CHENNAI,VIJAYAWADA,5210,6125,6.48242,6.29642,1.373,0
211,CHENNAI,VISAKHAPATNAM,10106,10115,27.542,28.22,2.941,1.116
212,COIMBATORE,DABOLIM,-,186,-,8.363,-,0
213,COIMBATORE,DELHI,19956,19923,129.95744,171.66804,2.516,4.775
214,COIMBATORE,HYDERABAD,13214,13454,36.478,11.356,0,0
215,COIMBATORE,KOCHI,31,-,0,-,0,-
216,COIMBATORE,KOLKATA,856,696,26.014,5.505,0,0
217,COIMBATORE,MUMBAI,22983,24966,98.81509,157.68751,3.705,11.918
218,COIMBATORE,NAGPUR,-,220,-,0,-,0
219,COIMBATORE,VISAKHAPATNAM,519,766,0.867,5.782,0,0
220,DABOLIM,DELHI,72815,70342,49.7039,141.67331,2.89,2.729
221,DABOLIM,GUWAHATI,694,494,0,0,0,0
222,DABOLIM,HUBLI,2045,1899,0,0,0,0
223,DABOLIM,HYDERABAD,38155,38715,13.56302,16.044,0,0
224,DABOLIM,INDORE,6985,7011,0,2.738,0,0
225,DABOLIM,JAIPUR,580,162,0,0.922,0,0
226,DABOLIM,KANNUR,1402,1325,0,0,0,0
227,DABOLIM,KOCHI,1006,388,0,0,0,0
228,DABOLIM,KOLKATA,5013,4547,13.025,5.326,0.723,1.134
229,DABOLIM,LUCKNOW,4315,4309,6.991,0,0,0
230,DABOLIM,MUMBAI,90253,90329,59.31328,129.42088,5.327,10.739
231,DABOLIM,MYSORE,505,593,0,0,0,0
232,DABOLIM,PATNA,-,307,-,0,-,0
233,DABOLIM,PUNE,10268,9784,0.1387,9.83019,0,0
234,DABOLIM,RAIPUR,1261,1181,0,0,0,0
235,DABOLIM,SURAT,7190,7324,1.03048,12.22684,0,0
236,DABOLIM,VARANASI,214,392,0,0,0,0
237,"DEHRA DUN",DELHI,23836,24558,0.32712,31.31439,0,6.722
238,"DEHRA DUN",HYDERABAD,3654,3696,3.209,2.514,0,0
239,"DEHRA DUN",JAIPUR,1887,1402,0,0.043,0,0
240,"DEHRA DUN",JAMMU,1123,1573,0.033,0,0,0
241,"DEHRA DUN",KOCHI,55,-,0,-,0,-
242,"DEHRA DUN",LUCKNOW,4055,4467,0,0,0,0
243,"DEHRA DUN",MUMBAI,9620,9224,0,10.47681,0,0
244,"DEHRA DUN",PANTNAGAR,260,274,0,0,0,0
245,DELHI,DHARAMSALA,6883,5525,1.02688,0.251,0,0
246,DELHI,DIBRUGARH,5114,3027,10.365,0,2.521,1.199
247,DELHI,DIMAPUR,1465,2203,2.784,0,5.161,3.646
248,DELHI,DURGAPUR,1373,1608,0.002,0,0,0
249,DELHI,GAYA,1802,873,0.014,0,0.139,0
250,DELHI,GORAKHPUR,10297,11471,4.18124,0,0,0
251,DELHI,GUWAHATI,64381,62594,668.09779,152.33765,13.673,7.26
252,DELHI,GWALIOR,286,307,0,0,0,0
253,DELHI,HYDERABAD,131447,129543,1118.07566,584.62858,16.451,23.637
254,DELHI,IMPHAL,11185,13174,120.356,73.1971,9.78,6.793
255,DELHI,INDORE,32109,31503,196.3711,105.31,12.318,8.792
256,DELHI,JABALPUR,5905,5949,28.28198,1.83741,0,0
257,DELHI,JAIPUR,21410,21130,61.9691,37.6592,15.254,6.117
258,DELHI,JAMMU,28029,26343,91.39653,13.5347,10.581,2.584
259,DELHI,JHARSUGUDA,3744,3816,5.1896,0,0,0
260,DELHI,JODHPUR,5125,4949,1.0935,0.2802,11.722,1.657
261,DELHI,KANNUR,1738,1467,5.062,0,0,0
262,DELHI,KANPUR,2585,2164,5.16487,0,0,0
263,DELHI,KHAJURAHO,212,300,0.003,0,0,0
264,DELHI,KOCHI,49171,47452,416.68886,157.2291,14.5,6.213
265,DELHI,KOLKATA,129835,129263,2009.22054,2128.97097,20.582,16.743
266,DELHI,KOZHIKODE,2089,3148,47.947,1.049,4.821,0
267,DELHI,KULLU,900,219,0,0,0,0
268,DELHI,LEH,31836,33853,154.18025,6.75255,5.217,6.756
269,DELHI,LUCKNOW,73309,74518,307.3065,91.1926,51.324,18.307
270,DELHI,LUDHIANA,986,741,0,0,0,0
271,DELHI,MADURAI,2888,3025,1.98,0.536,0,0
272,DELHI,MANGALORE,297,-,0,-,0,-
273,DELHI,MUMBAI,284412,285976,3580.2618,3055.58717,30.395,118.058
274,DELHI,NAGPUR,31890,31880,210.0422,66.4299,15.385,7.511
275,DELHI,NANDED,926,946,0,0.001,0,0
276,DELHI,PANTNAGAR,501,510,0,0,0,0
277,DELHI,PATHANKOT,454,427,0,0,0,0
278,DELHI,PATNA,94940,107486,538.18093,72.58749,35.922,19.108
279,DELHI,"PORT BLAIR",4051,2841,30.867,1.054,0,0
280,DELHI,PUNE,117104,115610,1118.56093,662.63345,23.375,3.041
281,DELHI,RAIPUR,32716,32261,222.0265,25.097,16.496,3.509
282,DELHI,RAJKOT,3309,3115,1.614,0,0,0
283,DELHI,RANCHI,54328,53575,223.2044,29.3803,8.235,10.122
284,DELHI,SHIRDI,10316,10617,57.9474,36.59374,0,0
285,DELHI,SILCHAR,1320,1569,0,0,0,0
286,DELHI,SIMLA,24,9,0,0,0,0
287,DELHI,SRINAGAR,86651,86419,576.45018,437.78054,13.578,20.894
288,DELHI,SURAT,23767,22061,96.17193,32.93643,4.36,0
289,DELHI,TIRUPATI,1934,1375,6.4865,0,0,0
290,DELHI,TRIVANDRUM,12999,12541,59.6845,17.2794,9.169,1.454
291,DELHI,UDAIPUR,16760,17833,25.366,0.5873,0.283,0.116
292,DELHI,VADODARA,24950,25010,50.603,49.572,9.983,2.615
293,DELHI,VARANASI,33407,33934,77.64609,16.82508,17.443,5.423
294,DELHI,VIJAYAWADA,10213,10417,106.552,0.7261,7.847,0.619
295,DELHI,VISAKHAPATNAM,19694,19199,99.16064,45.35394,4.834,1.511
296,DHARAMSALA,JAIPUR,1388,1006,0.96688,0.60199,0,0
297,DHARAMSALA,KANPUR,-,11,-,0,-,0
298,DHARAMSALA,SIMLA,7,7,0,0,0,0
299,DIBRUGARH,GUWAHATI,5834,3182,4.54706,15.00617,0.757,0
300,DIBRUGARH,KOLKATA,10814,10777,19.56143,33.17437,2.808,4.05
301,DIMAPUR,KOLKATA,6734,7068,0.0493,14.454,4.461,7.035
302,DIU,MUMBAI,497,601,0,0,0,0
303,DURGAPUR,HYDERABAD,1458,1196,0,0,0,0
304,DURGAPUR,MUMBAI,2691,2496,0,0.222,0,0
305,GAYA,VARANASI,48,-,0,-,0,-
306,GORAKHPUR,HYDERABAD,3979,2740,0,1.075,0,0
307,GORAKHPUR,KOLKATA,3513,3219,1.044,0,0,0
308,GORAKHPUR,MUMBAI,8214,7411,1.413,8.30308,0,0
309,GORAKHPUR,SURAT,-,251,-,0,-,0
310,GUWAHATI,HYDERABAD,6952,6750,2.0914,16.095,1.454,1.635
311,GUWAHATI,IMPHAL,24855,23924,207.67,6.809,4.16,7.59
312,GUWAHATI,JAIPUR,4851,4596,6.83437,41.19891,0.731,1.491
313,GUWAHATI,KOCHI,1447,-,1.661,-,0,-
314,GUWAHATI,KOLKATA,65728,65476,128.4782,452.1837,3.566,14.01
315,GUWAHATI,LILABARI,212,453,0,0,0,0
316,GUWAHATI,LUCKNOW,899,996,0,12.14,0,0
317,GUWAHATI,MUMBAI,18462,18943,40.89281,165.38497,0.921,10.232
318,GUWAHATI,PASIGHAT,13,-,0,-,0,-
319,GUWAHATI,SILCHAR,3642,3229,34.47979,16.90795,0,0
320,GUWAHATI,TEZPUR,33,39,0,0,0,0
321,GUWAHATI,VARANASI,3925,3775,0,1.982,0,0
322,GWALIOR,HYDERABAD,1350,1351,0,0.001,0,0
323,GWALIOR,INDORE,295,268,0,0,0,0
324,GWALIOR,JAMMU,2173,1870,0,0,0,0
325,GWALIOR,KOLKATA,1545,1275,0,0,0,0
326,GWALIOR,MUMBAI,146,99,0,0,0,0
327,HUBLI,KANNUR,659,679,1.236,0,0,0
328,HUBLI,KOCHI,1633,1572,0,0,0,0
329,HUBLI,MUMBAI,1428,558,0,0,0,0
330,HUBLI,PUNE,27,21,0,0,0,0
331,HUBLI,TIRUPATI,719,643,0,0,0,0
332,HYDERABAD,IMPHAL,2718,3776,15.821,11.274,0,0
333,HYDERABAD,INDORE,6638,6932,10.864,15.973,0,1.287
334,HYDERABAD,JABALPUR,2497,2391,9.84602,2.61285,0,0
335,HYDERABAD,JAIPUR,23182,23490,74.44299,82.97167,0,1.76
336,HYDERABAD,JHARSUGUDA,1789,1911,0.012,0,0,0
337,HYDERABAD,KADAPA,1664,1560,0,0,0,0
338,HYDERABAD,KANNUR,8234,8127,1.886,0,0,0
339,HYDERABAD,KOCHI,12125,11146,31.172,11.753,4.987,3.698
340,HYDERABAD,KOLHAPUR,2276,2759,0,0,0,0
341,HYDERABAD,KOLKATA,42886,43750,194.9371,143.2215,8.929,2.637
342,HYDERABAD,LUCKNOW,14030,12911,30.211,27.556,0,1.061
343,HYDERABAD,MADURAI,6094,6266,0.64996,6.07965,0,0
344,HYDERABAD,MANGALORE,4650,4283,0,0,0,2.463
345,HYDERABAD,MUMBAI,95649,107571,810.09867,1118.03493,12.586,38.653
346,HYDERABAD,MYSORE,764,636,0,0,0,0
347,HYDERABAD,NAGPUR,2892,3117,0.976,0,0,0
348,HYDERABAD,NANDED,1272,1403,0,0,0,0
349,HYDERABAD,NASIK,1307,1306,0,0,0,0
350,HYDERABAD,PATNA,7785,7753,50.41773,3.91867,0,1.05
351,HYDERABAD,PONDICHERRY,1240,1200,0.0032,0,0,0
352,HYDERABAD,"PORT BLAIR",764,1142,6.652,0,0,0
353,HYDERABAD,PUNE,24194,24016,61.937,69.10382,1.742,0
354,HYDERABAD,RAIPUR,11227,11542,17.706,3.412,0,1.154
355,HYDERABAD,RAJAHMUNDRY,11699,11885,4.192,0,0,0
356,HYDERABAD,RANCHI,4144,4931,7.512,0,0,0
357,HYDERABAD,SHIRDI,7093,7330,0.184,1.47589,0,0
358,HYDERABAD,SURAT,6797,6617,27.95132,12.25032,0,0
359,HYDERABAD,TIRUPATI,23691,23921,1.3421,0,0,2.532
360,HYDERABAD,TRIVANDRUM,5041,4783,2.154,0.979,0,0
361,HYDERABAD,UDAIPUR,3588,3245,0.522,0,0,0
