S.No.,CITY 1,CITY 2,"PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,AGARTALA,BENGALURU,532,1512,0.007,1.61,0,1.8559
2,AGARTALA,DELHI,2726,3876,5.815,25.006,0,15.2972
3,AGARTALA,GUWAHATI,903,930,4.80268,21.53201,12.93027,4.1417
4,AGARTALA,KOLKATA,5351,6362,14.3183,257.54095,3.91767,6.0382
5,AGRA,JAIPUR,67,42,0,0,0,0
6,AHMEDABAD,AJMER,272,264,0,0,0,0
7,AHMEDABAD,BELGAUM,736,691,0,0,0,0
8,AHMEDABAD,BENGALURU,8121,9468,160.24816,120.76001,1.51246,10.71761
9,AHMEDABAD,BHOPAL,2,0,0,0,0,0
10,AHMEDABAD,CHANDIGARH,2168,1696,32.262,13.1725,0.0773,0
11,AHMEDABAD,CHENNAI,0,1710,0,16.12949,0,1.08469
12,AHMEDABAD,DABOLIM,93,98,0.022,0.112,0,0
13,AHMEDABAD,DELHI,17551,14855,1076.20794,930.08679,8.29372,17.33754
14,AHMEDABAD,HYDERABAD,9773,10382,128.05588,86.38092,3.82541,7.68495
15,AHMEDABAD,INDORE,227,237,0.284,0.151,0.5412,0.88162
16,AHMEDABAD,JAIPUR,1202,983,8.13826,3.65794,0,0
17,AHMEDABAD,JAISALMER,149,280,0,0,0,0
18,AHMEDABAD,JALGAON,47,65,0,0,0,0
19,AHMEDABAD,JAMMU,17,12,0.019,0,0,0
20,AHMEDABAD,KANDLA,375,342,0,0,0,0
21,AHMEDABAD,KOCHI,733,269,10.1479,0.656,0.1939,1.015
22,AHMEDABAD,KOLKATA,1685,978,20.0685,19.437,0.2181,0.0418
23,AHMEDABAD,LUCKNOW,3354,3617,28.91062,18.12481,2.0358,2.573
24,AHMEDABAD,MUMBAI,3482,4644,670.42391,679.37253,1.58177,20.76631
25,AHMEDABAD,NAGPUR,24,2,0,0,0,0
26,AHMEDABAD,NASIK,984,884,0,0,0,0
27,AHMEDABAD,PATNA,1735,1269,27.68851,3.4902,0,0.42547
28,AHMEDABAD,PORBANDAR,73,84,0,0,0,0
29,AHMEDABAD,PORT BLAIR,0,7,0,0,0,0
30,AHMEDABAD,PUNE,1935,3084,6.56154,20.16481,0.83852,0.09805
31,AHMEDABAD,RANCHI,50,91,0,0.001,0,0
32,AHMEDABAD,VADODARA,8,0,0,0,0,0
33,AHMEDABAD,VARANASI,3790,4446,20.92129,3.40579,0.821,0.03135
34,AIZAWL,IMPHAL,138,226,1.312,0.26,0,0
35,AIZAWL,KOLKATA,1335,1371,1.913,29.918,0,0
36,AJMER,DELHI,1605,1884,0,0,0,0
37,AJMER,HYDERABAD,1321,1427,0,1.203,0,0
38,AJMER,INDORE,405,445,0,0,0,0
39,ALLAHABAD,BENGALURU,3423,4474,9.182,3.34686,0,0.2498
40,ALLAHABAD,DELHI,2420,2844,49.03306,32.564,0.0825,2.806
41,ALLAHABAD,GORAKHPUR,147,1173,0,0,0,0
42,ALLAHABAD,KOLKATA,94,130,0,0,0,0
43,ALLAHABAD,MUMBAI,2291,4133,2.57186,0.42,0.1673,0.69266
44,ALLAHABAD,PUNE,1484,2888,23.12,48.61406,2.806,0
45,AMRITSAR,BENGALURU,1187,2247,28.954,6.79338,0,4.46589
46,AMRITSAR,DELHI,8045,7945,28.39533,9.7945,1.3831,0.37493
47,AMRITSAR,KOLKATA,2146,1309,0.1,0.5516,0,0
48,AMRITSAR,MUMBAI,276,329,0,0,0,0
49,AMRITSAR,SRINAGAR,48,0,0,0,0,0
50,AURANGABAD,DELHI,1437,1162,8.246,2.811,0.0695,0
51,AURANGABAD,HYDERABAD,500,558,0.05,0,0,0
52,BAGDOGRA,BENGALURU,4220,9067,44.81469,37.369,0.18453,0.5031
53,BAGDOGRA,DELHI,16176,16030,77.14663,120.5928,6.38633,10.463
54,BAGDOGRA,DIBRUGARH,0,2077,0,31.076,0,0
55,BAGDOGRA,HYDERABAD,2789,2699,6.749,4.6985,0,0.14951
56,BAGDOGRA,KOLKATA,6860,5997,29.68327,29.27645,8.61383,8.89447
57,BAGDOGRA,MUMBAI,2389,2533,6.431,17.00135,0,0.8483
58,BELGAUM,BENGALURU,920,794,0.50112,0.022,0,0
59,BELGAUM,HYDERABAD,2667,3754,0.41636,0.138,0,0
60,BELGAUM,INDORE,311,305,0,0,0,0
61,BELGAUM,JABALPUR,34,48,0,0,0,0
62,BELGAUM,MUMBAI,967,1752,0.273,3.93357,0,0
63,BELGAUM,MYSORE,194,184,0,0,0,0
64,BELGAUM,PUNE,428,705,0,0,0,0
65,BENGALURU,BHUBANESWAR,12490,3170,39.32858,6.11707,9.39536,3.47748
66,BENGALURU,"BIDAR AIRPORT, KARNATAKA",570,398,0,0,0,0
