S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,AGRA,DELHI,0,67,0,0,0,0
2,AGRA,KHAJURAHO,162,0,0,0,0,0
3,AGRA,VARANASI,0,427,0,0.025,0,0
4,"AGATTI ISLAND",BENGALURU,33,60,0,0,0,0
5,"AGATTI ISLAND",KOCHI,502,785,0,0,0,0
6,ADAMPUR,DELHI,1984,1981,0,4.334,0,0
7,AIZAWL,KOLKATA,4045,3741,1.1235,13.9842,9.2277,7.8986
8,AIZAWL,DELHI,1375,2328,0.782,3.0153,0.3408,4.957
9,AIZAWL,GUWAHATI,3882,3134,2.351,18.4424,9.5234,4.793
10,AIZAWL,IMPHAL,138,214,0.008,0.041,0.753,0.389
11,AHMEDABAD,BHUBANESWAR,382,0,9.8124,0,0.6838,0
12,AHMEDABAD,VADODARA,0,41,0,0,0,0
13,AHMEDABAD,BENGALURU,48900,48941,338.65215,232.09239,1.8047,1.4885
14,AHMEDABAD,MUMBAI,80377,85074,1075.14672,858.03047,6.6913,18.4877
15,AHMEDABAD,KOZHIKODE,25,132,0,0,0,0
16,AHMEDABAD,KOLKATA,19464,18983,217.96909,190.70249,1.9832,6.40997
17,AHMEDABAD,COIMBATORE,590,631,0,0,0,0
18,AHMEDABAD,KOCHI,9005,10967,18.60115,6.29946,3.4793,1.27065
19,AHMEDABAD,DELHI,90666,100685,1203.28941,1423.70512,3.79927,18.1759
20,AHMEDABAD,GOA,17825,19229,1.47546,5.2667,0,0.942
21,AHMEDABAD,HYDERABAD,29831,30014,170.15722,65.41869,0.4732,0.071
22,AHMEDABAD,INDORE,1466,1367,0.138,0.442,0.6036,0
23,AHMEDABAD,IMPHAL,0,265,0,0,0,0
24,AHMEDABAD,CHANDIGARH,4044,3887,16.97,37.58,0,0
25,AHMEDABAD,JAIPUR,12869,12177,30.14964,9.3473,0,1.36988
26,AHMEDABAD,JAISALMER,0,1,0,0,0,0
27,AHMEDABAD,LUCKNOW,4589,5457,18.07975,5.14415,2.1696,0.738
28,AHMEDABAD,CHENNAI,23216,22374,242.14827,270.00888,0.1388,0.05227
29,AHMEDABAD,NAGPUR,486,379,24.526,1.229,0,0
30,AHMEDABAD,PUNE,21675,22575,28.30558,89.15916,1.06013,0.7498
31,AHMEDABAD,TRIVANDRUM,0,156,0,0,0,0
32,AHMEDABAD,UDAIPUR,38,0,0,0,0,0
33,AHMEDABAD,VARANASI,3296,3388,15.65447,0.045,0,0
34,AHMEDABAD,VISAKHAPATNAM,584,637,0.8018,39.5229,0,0
35,AMRITSAR,BENGALURU,3826,3161,25.7912,7.51799,0,0
36,AMRITSAR,MUMBAI,12048,10463,38.20898,11.34306,0,0.5169
37,AMRITSAR,COIMBATORE,0,121,0,0.2302,0,0
38,AMRITSAR,DELHI,44317,38819,88.30002,32.162,1.3127,5.4673
39,AMRITSAR,GOA,0,198,0,0,0,0
40,AMRITSAR,BAGDOGRA,0,325,0,0.1,0,0.0162
41,AMRITSAR,NANDED,1309,1181,0.1,0,0,0
42,AMRITSAR,PUNE,101,242,0.805,0.093,0,0
43,AMRITSAR,SRINAGAR,3275,3030,0.065,0,0,0
44,BHUBANESWAR,VADODARA,0,216,0,0.061,0,0
45,BHUBANESWAR,BENGALURU,33958,28313,3.3674,67.22517,1.9991,14.32853
46,BHUBANESWAR,MUMBAI,18120,19399,16.1586,112.70995,2.53195,21.415
47,BHUBANESWAR,KOLKATA,30405,29742,49.7694,40.47203,3.8137,13.9978
48,BHUBANESWAR,COIMBATORE,419,387,0.223,1.181,0,0.52598
49,BHUBANESWAR,DELHI,46321,51584,37.3805,303.31236,1.1278,36.515
50,BHUBANESWAR,GUWAHATI,207,0,0,0,0.6791,0
51,BHUBANESWAR,HYDERABAD,22880,21662,9.2747,71.6214,1.1818,2.9502
52,BHUBANESWAR,AGARTALA,21,0,0,0,0,0
53,BHUBANESWAR,MADURAI,0,244,0,0,0,0
54,BHUBANESWAR,RANCHI,4080,4517,0.037,1.16,0,0
55,BHUBANESWAR,CHENNAI,22604,21090,44.8386,91.1577,2.5995,6.94117
56,BHUBANESWAR,RAIPUR,38,29,0,0,0,0
57,BHUBANESWAR,VISAKHAPATNAM,1039,1234,0.0424,0.0034,0,0
58,VADODARA,BENGALURU,0,152,0,0,0,0
59,VADODARA,MUMBAI,22683,20806,40.6494,27.1981,4.5358,2.7243
60,VADODARA,KOCHI,13,0,0,0,0,0
61,VADODARA,DELHI,17079,19625,22.7453,39.0799,2.47,11.7091
62,VADODARA,HYDERABAD,301,351,0,1.4255,0.0252,0
63,VADODARA,MANGALORE,123,0,0,0,0,0
64,VADODARA,CHENNAI,286,737,45.499,27.7041,0.0089,0
65,BHUJ,MUMBAI,6922,6505,0,2.53,0,0
66,BHOPAL,MUMBAI,13803,13194,23.6813,43.087,4.6,21.843
67,BHOPAL,DELHI,13720,15543,10.1978,48.6641,14.041,25.5429
68,BHOPAL,HYDERABAD,566,505,0,0,0,0
69,BHOPAL,JAIPUR,130,0,0,0,0,0
70,BHOPAL,LUCKNOW,1451,1445,0,0,0,0
71,BHOPAL,PATNA,0,387,0,0,0,0
72,BHOPAL,RAIPUR,1208,1067,0,0,0,0
73,BHAVNAGAR,MUMBAI,1628,1661,0,0,0,0
