S.No.,"CITY 1","CITY 2","PASSENGERS 
TO CITY 2","PASSENGERS 
FROM CITY 2","FREIGHT 
TO CITY 2","FREIGHT 
FROM CITY 2","MAIL 
TO CITY 2","MAIL 
FROM CITY 2"
1,AGARTALA,BENGALURU,4163,2780,0.37,1.793,0,1.22435
2,AGARTALA,CHENNAI,390,359,0.036,0.124,0,0
3,AGARTALA,DELHI,3212,3309,3.368,28.537,2.05957,4.2945
4,AGARTALA,GUWAHATI,2351,1894,5.3894,30.02843,5.44981,4.98382
5,AGARTALA,IMPHAL,1290,1464,13.12735,0.30864,2.51692,0
6,AGARTALA,KOLKATA,15005,17018,23.5115,243.33336,5.01378,11.10589
7,AGRA,JAIPUR,64,33,0,0,0,0
8,AHMEDABAD,AJMER,778,725,0,0,0,0
9,AHMEDABAD,BAGDOGRA,709,1371,1.3669,10.538,0,0.06626
10,AHMEDABAD,BELGAUM,830,830,0,0,0,0
11,AHMEDABAD,BENGALURU,20627,19771,323.92147,244.28432,1.71886,8.07798
12,AHMEDABAD,BHUBANESWAR,2368,4249,14.3701,0.575,0.713,1.2075
13,AHMEDABAD,CHANDIGARH,4842,3674,63.7301,54.19047,0,0.2214
14,AHMEDABAD,CHENNAI,9546,7507,296.31633,209.58984,0.97485,7.0148
15,AHMEDABAD,COIMBATORE,3230,1686,28.00465,12.6529,0,0
16,AHMEDABAD,DABOLIM,3984,3415,1.91794,16.17569,0,0
17,AHMEDABAD,"DEHRA DUN",2008,1475,0.409,0.5,0,0.01
18,AHMEDABAD,DELHI,35547,34131,1158.79278,1239.58315,7.4468,28.00853
19,AHMEDABAD,HYDERABAD,16266,14595,121.79795,83.96206,3.63325,4.57802
20,AHMEDABAD,INDORE,857,1083,0.9155,0.6644,0.31838,0.64541
21,AHMEDABAD,JAIPUR,2306,3123,8.93979,2.56824,0,0
22,AHMEDABAD,JAISALMER,955,813,0,0,0,0
23,AHMEDABAD,JALGAON,275,348,0,0,0,0
24,AHMEDABAD,JAMMU,434,240,0,0,0,0
25,AHMEDABAD,JAMNAGAR,-,6,-,0,-,0
